,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,4347560.97561,4623115.577889,4086956.521739,3162790.697674,2166666.666667,
Tax Rate For Calcs,0.189024,0.201005,0.204348,0.197674,0.180556,
Normalized EBITDA,880000000.0,940000000.0,762000000.0,1032000000.0,732000000.0,
Total Unusual Items,23000000.0,23000000.0,20000000.0,16000000.0,12000000.0,
Total Unusual Items Excluding Goodwill,23000000.0,23000000.0,20000000.0,16000000.0,12000000.0,
Net Income From Continuing Operation Net Minority Interest,266000000.0,318000000.0,183000000.0,414000000.0,177000000.0,
Reconciled Depreciation,366000000.0,355000000.0,353000000.0,342000000.0,339000000.0,
Reconciled Cost Of Revenue,1323000000.0,1215000000.0,1165000000.0,1371000000.0,1392000000.0,
EBITDA,903000000.0,963000000.0,782000000.0,1048000000.0,744000000.0,
EBIT,537000000.0,608000000.0,429000000.0,706000000.0,405000000.0,
Net Interest Income,-202000000.0,-204000000.0,-197000000.0,-185000000.0,-181000000.0,
Interest Expense,209000000.0,210000000.0,199000000.0,190000000.0,189000000.0,
Interest Income,7000000.0,6000000.0,2000000.0,5000000.0,8000000.0,
Normalized Income,247347560.97561,299623115.577889,167086956.521739,401162790.697674,167166666.666667,
Net Income From Continuing And Discontinued Operation,266000000.0,318000000.0,183000000.0,414000000.0,177000000.0,
Total Expenses,1798000000.0,1670000000.0,1619000000.0,1826000000.0,1834000000.0,
Total Operating Income As Reported,476000000.0,569000000.0,406000000.0,678000000.0,377000000.0,
Diluted Average Shares,745143000.0,744290000.0,742541000.0,741400000.0,741063000.0,
Basic Average Shares,740113000.0,739525000.0,739276000.0,738691000.0,737989000.0,
Diluted EPS,0.36,0.43,0.25,0.56,0.24,
Basic EPS,0.36,0.43,0.25,0.56,0.24,
Diluted NI Availto Com Stockholders,266000000.0,318000000.0,183000000.0,413000000.0,177000000.0,
Net Income Common Stockholders,266000000.0,318000000.0,183000000.0,413000000.0,177000000.0,
Otherunder Preferred Stock Dividend,0.0,0.0,,1000000.0,0.0,1000000.0
Net Income,266000000.0,318000000.0,183000000.0,414000000.0,177000000.0,
Net Income Including Noncontrolling Interests,266000000.0,318000000.0,183000000.0,414000000.0,177000000.0,
Net Income Continuous Operations,266000000.0,318000000.0,183000000.0,414000000.0,177000000.0,
Tax Provision,62000000.0,80000000.0,47000000.0,102000000.0,39000000.0,
Pretax Income,328000000.0,398000000.0,230000000.0,516000000.0,216000000.0,
Other Income Expense,54000000.0,33000000.0,21000000.0,23000000.0,20000000.0,
Other Non Operating Income Expenses,31000000.0,10000000.0,1000000.0,7000000.0,8000000.0,
Special Income Charges,23000000.0,23000000.0,20000000.0,16000000.0,12000000.0,
Other Special Charges,-23000000.0,-23000000.0,-20000000.0,-16000000.0,-12000000.0,
Net Non Operating Interest Income Expense,-202000000.0,-204000000.0,-197000000.0,-185000000.0,-181000000.0,
Interest Expense Non Operating,209000000.0,210000000.0,199000000.0,190000000.0,189000000.0,
Interest Income Non Operating,7000000.0,6000000.0,2000000.0,5000000.0,8000000.0,
Operating Income,476000000.0,569000000.0,406000000.0,678000000.0,377000000.0,
Operating Expense,444000000.0,431000000.0,425000000.0,435000000.0,425000000.0,
Other Taxes,109000000.0,100000000.0,101000000.0,113000000.0,103000000.0,
Depreciation Amortization Depletion Income Statement,335000000.0,331000000.0,324000000.0,322000000.0,322000000.0,
Depreciation And Amortization In Income Statement,335000000.0,331000000.0,324000000.0,322000000.0,322000000.0,
Depreciation Income Statement,335000000.0,331000000.0,324000000.0,322000000.0,322000000.0,
Gross Profit,920000000.0,1000000000.0,831000000.0,1113000000.0,802000000.0,
Cost Of Revenue,1354000000.0,1239000000.0,1194000000.0,1391000000.0,1409000000.0,
Total Revenue,2274000000.0,2239000000.0,2025000000.0,2504000000.0,2211000000.0,
Operating Revenue,2274000000.0,2239000000.0,2025000000.0,2504000000.0,2211000000.0,
