period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.69708,1.63,1.8,1.53,18,0.1092
+1q,2.26208,2.17,2.54,2.0,18,0.131
0y,8.66125,8.46,9.7,7.65,23,0.1322
+1y,10.36312,9.7,12.9,8.66125,23,0.1965
