,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0319,3849395,706325509,-0.012
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0256,3086346,566313644,0.010299999
2,2025-11-30,MFS SERIES TRUST I-MFS Value Fund,0.0235,2833939,519999482,0.3109
3,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0221,2664068,488829851,-0.0271
4,2025-12-31,HARRIS ASSOCIATES INVESTMENT TRUST-Oakmark Fund,0.019199999,2310700,423990355,0.0548
5,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.013099999,1575011,288998777,-0.0094
6,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0128999995,1557619,285807518,0.0017
7,2026-01-31,VANGUARD WINDSOR FUNDS-Vanguard Windsor II Fund,0.0124,1495300,274372605,1.1838
8,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.012,1441925,264578826,-0.0184
9,2025-12-31,AMERICAN BALANCED FUND,0.0107,1286896,236132554,0.0
