period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.70995,1.59,1.85419,2.63,18,-0.3498
+1q,3.35115,3.14871,3.58,3.22,15,0.040700004
0y,11.62833,11.49855,11.83266,13.78,23,-0.15609999
+1y,12.35562,11.09,12.94,11.62833,23,0.0625
