,2025-02-28,2024-02-29,2023-02-28,2022-02-28
Free Cash Flow,1938100000.0,1510900000.0,1721500000.0,1678600000.0
Repurchase Of Capital Stock,-1123800000.0,-249700000.0,-3200200000.0,-1390500000.0
Repayment Of Debt,-957000000.0,-809700000.0,-2159700000.0,-1365300000.0
Issuance Of Debt,0.0,1144400000.0,3344900000.0,995600000.0
Capital Expenditure,-1214100000.0,-1269100000.0,-1035400000.0,-1026800000.0
Interest Paid Supplemental Data,416100000.0,418600000.0,386300000.0,368500000.0
Income Tax Paid Supplemental Data,197100000.0,333500000.0,129700000.0,324700000.0
End Cash Position,68100000.0,152400000.0,133500000.0,199400000.0
Beginning Cash Position,152400000.0,133500000.0,199400000.0,460600000.0
Effect Of Exchange Rate Changes,100000.0,-600000.0,-3500000.0,-1300000.0
Changes In Cash,-84400000.0,19500000.0,-62400000.0,-259900000.0
Financing Cash Flow,-2261800000.0,-1474600000.0,-1819900000.0,-1929500000.0
Cash Flow From Continuing Financing Activities,-2261800000.0,-1474600000.0,-1819900000.0,-1929500000.0
Net Other Financing Charges,-88300000.0,-86400000.0,-101900000.0,-96900000.0
Proceeds From Stock Option Exercised,73800000.0,104500000.0,42400000.0,177600000.0
Cash Dividends Paid,-731800000.0,-653800000.0,-587700000.0,-573000000.0
Common Stock Dividend Paid,,-653800000.0,-587700000.0,-573000000.0
Net Common Stock Issuance,-1123800000.0,-249700000.0,-3200200000.0,-1390500000.0
Common Stock Payments,-1123800000.0,-249700000.0,-3200200000.0,-1390500000.0
Net Issuance Payments Of Debt,-391700000.0,-589200000.0,2027500000.0,-46700000.0
Net Short Term Debt Issuance,565300000.0,-923900000.0,842300000.0,323000000.0
Net Long Term Debt Issuance,-957000000.0,334700000.0,1185200000.0,-369700000.0
Long Term Debt Payments,-957000000.0,-809700000.0,-2159700000.0,-1365300000.0
Long Term Debt Issuance,0.0,1144400000.0,3344900000.0,995600000.0
Investing Cash Flow,-974800000.0,-1285900000.0,-999400000.0,-1035800000.0
Cash Flow From Continuing Investing Activities,-974800000.0,-1285900000.0,-999400000.0,-1035800000.0
Net Other Investing Changes,23800000.0,19900000.0,7200000.0,2100000.0
Net Investment Purchase And Sale,,300000.0,0.0,74400000.0
Sale Of Investment,,300000.0,0.0,74400000.0
Net Business Purchase And Sale,215500000.0,-36700000.0,28800000.0,-85500000.0
Sale Of Business,409200000.0,5400000.0,96700000.0,4600000.0
Purchase Of Business,-193700000.0,-42100000.0,-67900000.0,-90100000.0
Net PPE Purchase And Sale,-1214100000.0,-1269100000.0,-1035400000.0,-1026800000.0
Purchase Of PPE,-1214100000.0,-1269100000.0,-1035400000.0,-1026800000.0
Operating Cash Flow,3152200000.0,2780000000.0,2756900000.0,2705400000.0
Cash Flow From Continuing Operating Activities,3152200000.0,2780000000.0,2756900000.0,2705400000.0
Change In Working Capital,-134200000.0,-287800000.0,-274500000.0,-185600000.0
Change In Other Working Capital,-35500000.0,-11000000.0,12800000.0,118000000.0
Change In Payables And Accrued Expense,52600000.0,-91200000.0,-124900000.0,184900000.0
Change In Accrued Expense,-48900000.0,-115900000.0,-239800000.0,-28800000.0
Change In Payable,101500000.0,24700000.0,114900000.0,213700000.0
Change In Account Payable,101500000.0,24700000.0,114900000.0,213700000.0
Change In Prepaid Assets,-89400000.0,-76500000.0,197900000.0,-113200000.0
Change In Inventory,-152200000.0,-182300000.0,-356400000.0,-261300000.0
Change In Receivables,90300000.0,73200000.0,-3900000.0,-114000000.0
Changes In Account Receivables,90300000.0,73200000.0,-3900000.0,-114000000.0
Other Non Cash Items,-51000000.0,103500000.0,259600000.0,96700000.0
Stock Based Compensation,72200000.0,63600000.0,68500000.0,44900000.0
Unrealized Gain Loss On Investment Securities,47900000.0,85400000.0,45900000.0,1644700000.0
Asset Impairment Charge,3284400000.0,136100000.0,1126800000.0,671000000.0
Deferred Tax,-210300000.0,147900000.0,207800000.0,84800000.0
Deferred Income Tax,-210300000.0,147900000.0,207800000.0,84800000.0
Depreciation Amortization Depletion,445700000.0,427900000.0,383800000.0,337300000.0
Depreciation And Amortization,445700000.0,427900000.0,383800000.0,337300000.0
Depreciation,445700000.0,427900000.0,383800000.0,337300000.0
Operating Gains Losses,-271400000.0,338200000.0,977500000.0,10600000.0
Earnings Losses From Equity Investments,-5400000.0,321200000.0,971800000.0,61600000.0
Gain Loss On Investment Securities,,1900000.0,20700000.0,-51000000.0
Gain Loss On Sale Of Business,-266000000.0,15100000.0,-15000000.0,-1700000.0
Net Income From Continuing Operations,-31100000.0,1765200000.0,-38500000.0,1000000.0
