period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1879350300,1838300000,1925300000,14,2164200000,-0.13159999
+1q,2387737480,2318700000,2451600000,10,2515000000,-0.0506
0y,9086220710,8910000000,9144100000,21,10208700000,-0.11
+1y,9134181140,8657000000,9390953790,21,9086220710,0.0053
