,2025-11-30,2025-08-31,2025-05-31,2025-02-28,2024-11-30,2024-08-31
Free Cash Flow,370900000.0,634800000.0,444400000.0,312100000.0,456800000.0,
Repurchase Of Capital Stock,-220100000.0,-297900000.0,-306100000.0,-455700000.0,-218900000.0,
Repayment Of Debt,-501200000.0,-901100000.0,-1000000.0,-1000000.0,-401700000.0,
Issuance Of Debt,498600000.0,0.0,499100000.0,0.0,0.0,
Capital Expenditure,-246000000.0,-217300000.0,-192800000.0,-282600000.0,-228400000.0,
End Cash Position,152400000.0,72000000.0,73900000.0,68100000.0,73700000.0,
Beginning Cash Position,72000000.0,73900000.0,68100000.0,73700000.0,64600000.0,
Effect Of Exchange Rate Changes,-200000.0,600000.0,2300000.0,-700000.0,-700000.0,
Changes In Cash,80600000.0,-2500000.0,3500000.0,-4900000.0,9800000.0,
Financing Cash Flow,-301600000.0,-1515500000.0,-437600000.0,-723000000.0,-434800000.0,
Cash Flow From Continuing Financing Activities,-301600000.0,-1515500000.0,-437600000.0,-723000000.0,-434800000.0,
Net Other Financing Charges,-23400000.0,-10400000.0,-23500000.0,-10000000.0,-31300000.0,
Proceeds From Stock Option Exercised,0.0,-2200000.0,5300000.0,7600000.0,17800000.0,
Cash Dividends Paid,-177700000.0,-178900000.0,-182200000.0,-180500000.0,-182700000.0,
Common Stock Dividend Paid,,-178900000.0,-182200000.0,,,-183300000.0
Net Common Stock Issuance,-220100000.0,-297900000.0,-306100000.0,-455700000.0,-218900000.0,
Common Stock Payments,-220100000.0,-297900000.0,-306100000.0,-455700000.0,-218900000.0,
Net Issuance Payments Of Debt,119600000.0,-1026100000.0,68900000.0,-84400000.0,-19700000.0,
Net Short Term Debt Issuance,122200000.0,-125000000.0,-429200000.0,-83400000.0,382000000.0,
Net Long Term Debt Issuance,-2600000.0,-901100000.0,498100000.0,-1000000.0,-401700000.0,
Long Term Debt Payments,-501200000.0,-901100000.0,-1000000.0,-1000000.0,-401700000.0,
Long Term Debt Issuance,498600000.0,0.0,499100000.0,0.0,0.0,
Investing Cash Flow,-234700000.0,660900000.0,-196100000.0,123400000.0,-240600000.0,
Cash Flow From Continuing Investing Activities,-234700000.0,660900000.0,-196100000.0,123400000.0,-240600000.0,
Net Other Investing Changes,11800000.0,,,700000.0,300000.0,11900000.0
Net Business Purchase And Sale,-500000.0,847400000.0,-3300000.0,405300000.0,-12500000.0,
Sale Of Business,-500000.0,847400000.0,3700000.0,409200000.0,0.0,
Purchase Of Business,0.0,0.0,-7000000.0,-3900000.0,-12500000.0,
Net PPE Purchase And Sale,-246000000.0,-217300000.0,-192800000.0,-282600000.0,-228400000.0,
Purchase Of PPE,-246000000.0,-217300000.0,-192800000.0,-282600000.0,-228400000.0,
Operating Cash Flow,616900000.0,852100000.0,637200000.0,594700000.0,685200000.0,
Cash Flow From Continuing Operating Activities,616900000.0,852100000.0,637200000.0,594700000.0,685200000.0,
Change In Working Capital,-94600000.0,82500000.0,-169800000.0,-25100000.0,-106100000.0,
Change In Other Working Capital,,,,,,-5900000.0
Change In Other Current Liabilities,,,6300000.0,,,
Change In Payables And Accrued Expense,-136400000.0,51600000.0,-55600000.0,52600000.0,-79100000.0,
Change In Accrued Expense,-75500000.0,35300000.0,-92300000.0,68500000.0,-62000000.0,
Change In Payable,-60900000.0,16300000.0,36700000.0,-15900000.0,-17100000.0,
Change In Account Payable,-60900000.0,16300000.0,36700000.0,-15900000.0,-17100000.0,
Change In Prepaid Assets,49800000.0,-31000000.0,-25800000.0,-42200000.0,30500000.0,
Change In Inventory,49200000.0,-27500000.0,-20800000.0,-98000000.0,-68900000.0,
Change In Receivables,-41000000.0,146100000.0,-73900000.0,98000000.0,32900000.0,
Changes In Account Receivables,-41000000.0,146100000.0,-73900000.0,98000000.0,32900000.0,
Other Non Cash Items,29600000.0,-136600000.0,133600000.0,22600000.0,16400000.0,
Stock Based Compensation,15900000.0,21700000.0,10400000.0,11500000.0,19700000.0,
Unrealized Gain Loss On Investment Securities,,,,45400000.0,0.0,2500000.0
Asset Impairment Charge,0.0,,,1032000000.0,0.0,2252100000.0
Deferred Tax,34100000.0,243600000.0,34000000.0,-26100000.0,-5700000.0,
Deferred Income Tax,34100000.0,243600000.0,34000000.0,-26100000.0,-5700000.0,
Depreciation Amortization Depletion,99000000.0,102700000.0,105200000.0,105900000.0,119000000.0,
Depreciation And Amortization,99000000.0,102700000.0,105200000.0,105900000.0,119000000.0,
Depreciation,99000000.0,102700000.0,105200000.0,105900000.0,119000000.0,
Operating Gains Losses,,,,-200900000.0,12800000.0,0.0
Earnings Losses From Equity Investments,,,,20400000.0,-23900000.0,-3200000.0
Net Foreign Currency Exchange Gain Loss,,,,,38600000.0,0.0
Net Income From Continuing Operations,522200000.0,486100000.0,523800000.0,-370600000.0,629100000.0,
