period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2949422800,2895000000,3033000000,10,2695000000,0.094399996
+1q,3390734600,3331000000,3475000000,10,3137000000,0.0809
0y,13088493960,12932000000,13335547250,15,12039000000,0.0872
+1y,14182788960,13839000000,14574000000,14,13088493960,0.0836
