period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.04006,1.0,1.08111,1.19,18,-0.126
+1q,1.29566,1.24,1.41899,1.27,16,0.0202
0y,5.06843,4.75,5.45373,4.84,23,0.047199998
+1y,6.05154,5.35,6.69,5.06843,22,0.19399999
