period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1310000190,1278800000,1372236690,16,1374858000,-0.047199998
+1q,1423058680,1373000000,1490000000,16,1407724000,0.0109
0y,5619827460,5360000000,5833723590,21,5496389000,0.0225
+1y,6126522800,5600000000,6578100000,21,5619827460,0.09020001
