,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Capital World Investors,0.13239999,15161277,2935829669,0.0217
1,2025-12-31,Vanguard Group Inc,0.1228,14063355,2723228053,0.0031
2,2025-12-31,Blackrock Inc.,0.0867,9929909,1922827572,0.0013
3,2025-12-31,"Wellington Management Group, LLP",0.0705,8077567,1564140068,0.8096
4,2025-12-31,State Street Corporation,0.0425,4868175,942673404,-0.0064999997
5,2025-12-31,"Charles Schwab Investment Management, Inc.",0.0366,4189868,811326036,0.0166
6,2025-12-31,"Raymond James Financial, Inc.",0.0304,3481748,674205680,-0.0069
7,2025-12-31,"Geode Capital Management, LLC",0.0295,3374663,653469741,-0.0034999999
8,2025-12-31,JPMORGAN CHASE & CO,0.0255,2918165,565073468,-0.45290002
9,2025-12-31,Bank of America Corporation,0.0194,2221053,430084701,0.3455
