period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3728965690,3694100000,3755674860,24,3271700000,0.1398
+1q,3209631840,3194100000,3255500000,19,3044700000,0.0542
0y,13221352060,13186200000,13247774860,26,12076700000,0.094799995
+1y,13704158180,13580000000,13906000000,27,13221352060,0.0365
