period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2572457770,2490000000,2648562190,8,1935000000,0.32939997
+1q,2859973750,2837290010,2894000000,8,1954000000,0.4637
0y,11385337490,11227641690,11469000000,10,8231000000,0.3832
+1y,12485545490,12293321840,12606000000,9,11385337490,0.096599996
