period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.20094,-0.12,0.37403,0.34,17,-0.409
+1q,0.37133,0.29,0.41,0.34,17,0.0921
0y,1.41582,1.12,1.63219,1.39,18,0.0186
+1y,1.90224,1.66,1.95,1.41582,17,0.3436
