period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.03512,1.02509,1.06,0.96,21,0.0783
+1q,1.07164,1.06,1.08,0.99,20,0.0825
0y,4.15544,4.14,4.2,3.81,23,0.0907
+1y,4.51399,4.37,4.68,4.15544,25,0.0863
