period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,3.12713,3.08,3.32,2.58,42,0.21209998
+1q,3.24141,3.07,3.4,2.91,41,0.113900006
0y,13.19603,12.6,13.93,12.52,54,0.054
+1y,14.90318,13.61,17.78,13.19603,50,0.1294
