period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,11055501780,11024000000,11103000000,39,9829000000,0.1248
+1q,11350401640,11150400000,11471000000,38,10236000000,0.1089
0y,46129922090,45764000000,47417778650,53,41525000000,0.1109
+1y,50529781930,49037000000,53752000000,49,46129922090,0.0954
