,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31
Tax Effect Of Unusual Items,-6018514.100308,-4884495.0,-3938865.0,-3292562.0,-3284544.237378
Tax Rate For Calcs,0.236856,0.231,0.244687,0.229,0.24444
Normalized EBITDA,563841000.0,609986000.0,682156000.0,595217000.0,526482000.0
Total Unusual Items,-25410000.0,-21145000.0,-16077000.0,-14378000.0,-13437000.0
Total Unusual Items Excluding Goodwill,-25410000.0,-21145000.0,-16077000.0,-14378000.0,-13437000.0
Net Income From Continuing Operation Net Minority Interest,330932000.0,382103000.0,436127000.0,386599000.0,331764000.0
Reconciled Depreciation,92702000.0,90524000.0,90945000.0,87211000.0,83876000.0
Reconciled Cost Of Revenue,2284739000.0,2267861000.0,2225163000.0,2121631000.0,2141049000.0
EBITDA,538431000.0,588841000.0,666079000.0,580839000.0,513045000.0
EBIT,445729000.0,498317000.0,575134000.0,493628000.0,429169000.0
Net Interest Income,13324000.0,19789000.0,18355000.0,22253000.0,23365000.0
Interest Income,13324000.0,19789000.0,18355000.0,22253000.0,23365000.0
Normalized Income,350323485.899692,398363505.0,448265135.0,397684438.0,341916455.762622
Net Income From Continuing And Discontinued Operation,330932000.0,382103000.0,436127000.0,386599000.0,331764000.0
Total Expenses,2537782000.0,2505127000.0,2488259000.0,2381625000.0,2416141000.0
Rent Expense Supplemental,162493000.0,158314000.0,154250000.0,149841000.0,146442000.0
Total Operating Income As Reported,420319000.0,477172000.0,559057000.0,479250000.0,415732000.0
Diluted Average Shares,1319988000.0,1339522000.0,1350236000.0,1360719000.0,1368923000.0
Basic Average Shares,1314871000.0,1335000000.0,1344955000.0,1354518000.0,1361358000.0
Diluted EPS,0.25,0.29,0.32,0.28,0.24
Basic EPS,0.25,0.29,0.32,0.29,0.24
Diluted NI Availto Com Stockholders,330932000.0,382103000.0,436127000.0,386599000.0,331764000.0
Net Income Common Stockholders,330932000.0,382103000.0,436127000.0,386599000.0,331764000.0
Net Income,330932000.0,382103000.0,436127000.0,386599000.0,331764000.0
Net Income Including Noncontrolling Interests,330932000.0,382103000.0,436127000.0,386599000.0,331764000.0
Net Income Continuous Operations,330932000.0,382103000.0,436127000.0,386599000.0,331764000.0
Tax Provision,102711000.0,114858000.0,141285000.0,114904000.0,107333000.0
Pretax Income,433643000.0,496961000.0,577412000.0,501503000.0,439097000.0
Other Income Expense,-25410000.0,-21145000.0,-16077000.0,-14378000.0,-13437000.0
Special Income Charges,-25410000.0,-21145000.0,-16077000.0,-14378000.0,-13437000.0
Other Special Charges,16946000.0,13741000.0,10610000.0,8210000.0,12905000.0
Impairment Of Capital Assets,8464000.0,7404000.0,5467000.0,6168000.0,532000.0
Net Non Operating Interest Income Expense,13324000.0,19789000.0,18355000.0,22253000.0,23365000.0
Interest Income Non Operating,13324000.0,19789000.0,18355000.0,22253000.0,23365000.0
Operating Income,445729000.0,498317000.0,575134000.0,493628000.0,429169000.0
Operating Expense,253043000.0,237266000.0,263096000.0,259994000.0,275092000.0
Depreciation Amortization Depletion Income Statement,92702000.0,90524000.0,90945000.0,87211000.0,83876000.0
Depreciation And Amortization In Income Statement,92702000.0,90524000.0,90945000.0,87211000.0,83876000.0
Selling General And Administration,160341000.0,146742000.0,172151000.0,172783000.0,191216000.0
General And Administrative Expense,160341000.0,146742000.0,172151000.0,172783000.0,191216000.0
Other Gand A,160341000.0,146742000.0,172151000.0,172783000.0,191216000.0
Gross Profit,698772000.0,735583000.0,838230000.0,753622000.0,704261000.0
Cost Of Revenue,2284739000.0,2267861000.0,2225163000.0,2121631000.0,2141049000.0
Total Revenue,2983511000.0,3003444000.0,3063393000.0,2875253000.0,2845310000.0
Operating Revenue,2983511000.0,3003444000.0,3063393000.0,2875253000.0,2845310000.0
