period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.998,0.99,1.02,0.92,5,0.0848
+1q,1.164,1.14,1.18,1.1,5,0.0582
0y,5.09375,4.98,5.29,4.87,8,0.045900002
+1y,5.66667,5.34,6.0,5.09375,6,0.1125
