period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,13962664500,13800000000,14089253180,16,13111000000,0.065
+1q,15195154490,14925000000,15394754490,16,14401000000,0.0551
0y,63852642320,62878000000,64770644290,18,60372000000,0.0577
+1y,67570907930,65714000000,70046159980,17,63852642320,0.0582
