,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.11359999,68032047,1527999713,-0.0119
1,2025-12-31,Blackrock Inc.,0.0695,41631507,935043609,0.0256
2,2025-12-31,State Street Corporation,0.037,22149952,497487901,-0.0021
3,2025-12-31,"Geode Capital Management, LLC",0.0231,13808499,310138874,0.003
4,2025-12-31,Morgan Stanley,0.0188,11287585,253519148,0.0234
5,2025-12-31,Invesco Ltd.,0.0166,9953780,223561889,0.2117
6,2025-12-31,"Disciplined Growth Investors, Inc.",0.0161,9637492,216458061,0.0165
7,2025-12-31,UBS Group AG,0.0124,7410629,166442720,0.4497
8,2025-12-31,Citadel Advisors Llc,0.0111,6677412,149974667,0.5756
9,2025-12-31,Goldman Sachs Group Inc,0.0082,4887557,109774525,-0.3125
