,2025-06-30,2024-06-30,2023-06-30,2022-06-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0
Tax Rate For Calcs,0.129424,0.052131,0.147,0.157
Normalized EBITDA,1329833000.0,1272184000.0,799692000.0,375717000.0
Net Income From Continuing Operation Net Minority Interest,1048854000.0,1152666000.0,639998000.0,285163000.0
Reconciled Depreciation,58344000.0,38693000.0,34904000.0,32471000.0
Reconciled Cost Of Revenue,19542120000.0,12927841000.0,5840470000.0,4396098000.0
EBITDA,1329833000.0,1272184000.0,799692000.0,375717000.0
EBIT,1271489000.0,1233491000.0,764788000.0,343246000.0
Net Interest Income,-59573000.0,-19352000.0,-10491000.0,-6413000.0
Interest Expense,59573000.0,19352000.0,10491000.0,6413000.0
Normalized Income,1048854000.0,1152666000.0,639998000.0,285163000.0
Net Income From Continuing And Discontinued Operation,1048854000.0,1152666000.0,639998000.0,285163000.0
Total Expenses,20719048000.0,13778477000.0,6362340000.0,4860932000.0
Total Operating Income As Reported,1252994000.0,1210774000.0,761142000.0,335167000.0
Diluted Average Shares,628402000.0,602150000.0,559700000.0,536150000.0
Basic Average Shares,593665000.0,555880000.0,529250000.0,514780000.0
Diluted EPS,1.68,2.009,1.143,0.532
Basic EPS,1.77,2.173,1.209,0.554
Diluted NI Availto Com Stockholders,1048854000.0,1152666000.0,639998000.0,285163000.0
Average Dilution Earnings,,1480000.0,0.0,0.0
Net Income Common Stockholders,1048854000.0,1152666000.0,639998000.0,285163000.0
Net Income,1048854000.0,1152666000.0,639998000.0,285163000.0
Net Income Including Noncontrolling Interests,1048854000.0,1152666000.0,639998000.0,285163000.0
Net Income Continuous Operations,1048854000.0,1152666000.0,639998000.0,285163000.0
Earnings From Equity Interest Net Of Tax,-6211000.0,1821000.0,-3633000.0,1206000.0
Tax Provision,156851000.0,63294000.0,110666000.0,52876000.0
Pretax Income,1211916000.0,1214139000.0,754297000.0,336833000.0
Other Income Expense,18495000.0,22717000.0,3646000.0,8079000.0
Other Non Operating Income Expenses,18495000.0,22717000.0,3646000.0,8079000.0
Net Non Operating Interest Income Expense,-59573000.0,-19352000.0,-10491000.0,-6413000.0
Interest Expense Non Operating,59573000.0,19352000.0,10491000.0,6413000.0
Operating Income,1252994000.0,1210774000.0,761142000.0,335167000.0
Operating Expense,1176928000.0,850636000.0,521870000.0,464834000.0
Research And Development,636550000.0,463548000.0,307260000.0,272273000.0
Selling General And Administration,540378000.0,387088000.0,214610000.0,192561000.0
Selling And Marketing Expense,273139000.0,189738000.0,115025000.0,90126000.0
General And Administrative Expense,267239000.0,197350000.0,99585000.0,102435000.0
Other Gand A,267239000.0,197350000.0,99585000.0,102435000.0
Gross Profit,2429922000.0,2061410000.0,1283012000.0,800001000.0
Cost Of Revenue,19542120000.0,12927841000.0,5840470000.0,4396098000.0
Total Revenue,21972042000.0,14989251000.0,7123482000.0,5196099000.0
Operating Revenue,21972042000.0,14989251000.0,7123482000.0,5196099000.0
