period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.62451,0.597,0.71,0.31,16,1.0145
+1q,0.55866,0.45,0.68,0.41,15,0.36259997
0y,2.2515,2.1,2.5,2.06,17,0.093
+1y,3.00913,2.33,4.0,2.2515,16,0.33650002
