period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.058,1.0,1.15,0.98,8,0.0796
+1q,0.23337,0.17,0.264,0.22,8,0.0608
0y,2.05199,2.04,2.07,1.9,15,0.08
+1y,2.224,2.19687,2.28,2.05199,12,0.0838
