period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,2777790980,2339700000,3215881960,2,2166400000,0.28219998
+1q,1031471780,708843550,1354100000,2,1282700000,-0.19590001
0y,6760735020,6250312710,7061000000,5,6609600000,0.0229
+1y,7134959850,6715587380,7466300000,5,6760735020,0.0554
