period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.51636,0.42,0.61382,0.43,6,0.2008
+1q,0.55351,0.45,0.6,0.48,6,0.1531
0y,2.31446,1.91,2.50328,2.12,6,0.0917
+1y,2.56122,2.26,3.05,2.31446,6,0.1066
