,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,5576898.932831,0.0,3800000.0,11220000.0,
Tax Rate For Calcs,0.348556,0.365282,0.38,0.34,
Normalized EBITDA,8969000000.0,9467000000.0,8579000000.0,9261000000.0,
Total Unusual Items,16000000.0,0.0,10000000.0,33000000.0,
Total Unusual Items Excluding Goodwill,16000000.0,0.0,10000000.0,33000000.0,
Net Income From Continuing Operation Net Minority Interest,2204000000.0,1889000000.0,1848000000.0,3468000000.0,
Reconciled Depreciation,2244000000.0,2241000000.0,2068000000.0,2019000000.0,
Reconciled Cost Of Revenue,18618000000.0,17795000000.0,15695000000.0,15090000000.0,
EBITDA,8985000000.0,9467000000.0,8589000000.0,9294000000.0,
EBIT,6741000000.0,7226000000.0,6521000000.0,7275000000.0,
Net Interest Income,-369000000.0,-319000000.0,-515000000.0,-560000000.0,
Interest Expense,369000000.0,319000000.0,515000000.0,560000000.0,
Normalized Income,2193576898.932831,1889000000.0,1841800000.0,3446220000.0,
Net Income From Continuing And Discontinued Operation,2204000000.0,1889000000.0,1848000000.0,3468000000.0,
Total Expenses,19413000000.0,18591000000.0,16630000000.0,15746000000.0,
Total Operating Income As Reported,6518000000.0,6864000000.0,6225000000.0,7037000000.0,
Diluted Average Shares,1443000000.0,1445000000.0,1443000000.0,1451000000.0,
Basic Average Shares,1437000000.0,1436927710.0,1435000000.0,1430000000.0,
Diluted EPS,1.52,1.3,1.28,2.39,
Basic EPS,1.53,1.31461,1.287805,2.425175,
Diluted NI Availto Com Stockholders,2204000000.0,1889000000.0,1848000000.0,3468000000.0,
Net Income Common Stockholders,2204000000.0,1889000000.0,1848000000.0,3468000000.0,
Net Income,2204000000.0,1889000000.0,1848000000.0,3468000000.0,
Minority Interests,-1948000000.0,-2510000000.0,-1903000000.0,-1011000000.0,
Net Income Including Noncontrolling Interests,4152000000.0,4399000000.0,3751000000.0,4479000000.0,
Net Income Discontinuous Operations,,,,,0.0
Net Income Continuous Operations,4152000000.0,4399000000.0,3751000000.0,4479000000.0,
Earnings From Equity Interest Net Of Tax,1000000.0,15000000.0,15000000.0,31000000.0,
Tax Provision,2221000000.0,2523000000.0,2270000000.0,2267000000.0,
Pretax Income,6372000000.0,6907000000.0,6006000000.0,6715000000.0,
Other Income Expense,239000000.0,362000000.0,296000000.0,240000000.0,
Other Non Operating Income Expenses,223000000.0,362000000.0,286000000.0,207000000.0,
Special Income Charges,16000000.0,0.0,10000000.0,33000000.0,
Gain On Sale Of Ppe,16000000.0,0.0,0.0,2000000.0,
Other Special Charges,,,-10000000.0,-31000000.0,
Net Non Operating Interest Income Expense,-369000000.0,-319000000.0,-515000000.0,-560000000.0,
Interest Expense Non Operating,369000000.0,319000000.0,515000000.0,560000000.0,
Operating Income,6502000000.0,6864000000.0,6225000000.0,7034000000.0,
Operating Expense,795000000.0,796000000.0,935000000.0,656000000.0,
Other Operating Expenses,250000000.0,283000000.0,456000000.0,236000000.0,
Selling General And Administration,545000000.0,513000000.0,479000000.0,420000000.0,
Gross Profit,7297000000.0,7660000000.0,7160000000.0,7690000000.0,
Cost Of Revenue,18618000000.0,17795000000.0,15695000000.0,15090000000.0,
Total Revenue,25915000000.0,25455000000.0,22855000000.0,22780000000.0,
Operating Revenue,25915000000.0,25455000000.0,22855000000.0,22780000000.0,
