,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,5563409.56341,0.0,0.0,0.0,
Tax Rate For Calcs,0.263708,0.347713,0.3555,0.39,0.21,
Normalized EBITDA,1361000000.0,2640000000.0,3141000000.0,1827000000.0,1847000000.0,
Total Unusual Items,0.0,16000000.0,,,0.0,0.0
Total Unusual Items Excluding Goodwill,0.0,16000000.0,,,0.0,0.0
Net Income From Continuing Operation Net Minority Interest,406000000.0,674000000.0,772000000.0,352000000.0,274000000.0,
Reconciled Depreciation,485000000.0,625000000.0,668000000.0,466000000.0,537000000.0,
Reconciled Cost Of Revenue,4616000000.0,4830000000.0,4950000000.0,4222000000.0,4295000000.0,
EBITDA,1361000000.0,2656000000.0,3141000000.0,1827000000.0,1847000000.0,
EBIT,876000000.0,2031000000.0,2473000000.0,1361000000.0,1310000000.0,
Net Interest Income,-110000000.0,-107000000.0,-82000000.0,-70000000.0,-70000000.0,
Interest Expense,110000000.0,107000000.0,82000000.0,70000000.0,70000000.0,
Normalized Income,406000000.0,663563409.56341,772000000.0,352000000.0,274000000.0,
Net Income From Continuing And Discontinued Operation,406000000.0,674000000.0,772000000.0,352000000.0,274000000.0,
Total Expenses,4822000000.0,5016000000.0,5150000000.0,4425000000.0,4477000000.0,
Total Operating Income As Reported,811000000.0,1972000000.0,2432000000.0,1303000000.0,1243000000.0,
Diluted Average Shares,1443000000.0,1443000000.0,1443000000.0,1444000000.0,1445000000.0,
Basic Average Shares,1433000000.0,1435000000.0,1434700253.0,1437000000.0,1436927710.0,
Diluted EPS,0.28,0.46,0.53,0.24,0.19,
Basic EPS,0.283322,0.469686,0.538091,0.244955,0.190685,
Diluted NI Availto Com Stockholders,406000000.0,674000000.0,772000000.0,352000000.0,274000000.0,
Net Income Common Stockholders,406000000.0,674000000.0,772000000.0,352000000.0,274000000.0,
Net Income,406000000.0,674000000.0,772000000.0,352000000.0,274000000.0,
Minority Interests,-159000000.0,-573000000.0,-775000000.0,-441000000.0,-447000000.0,
Net Income Including Noncontrolling Interests,565000000.0,1247000000.0,1547000000.0,793000000.0,721000000.0,
Net Income Continuous Operations,565000000.0,1247000000.0,1547000000.0,793000000.0,721000000.0,
Earnings From Equity Interest Net Of Tax,1000000.0,-8000000.0,6000000.0,2000000.0,1000000.0,
Tax Provision,202000000.0,669000000.0,850000000.0,500000000.0,520000000.0,
Pretax Income,766000000.0,1924000000.0,2391000000.0,1291000000.0,1240000000.0,
Other Income Expense,65000000.0,75000000.0,41000000.0,58000000.0,67000000.0,
Other Non Operating Income Expenses,65000000.0,59000000.0,41000000.0,58000000.0,67000000.0,
Special Income Charges,0.0,16000000.0,,,0.0,0.0
Gain On Sale Of Ppe,0.0,16000000.0,,,,
Net Non Operating Interest Income Expense,-110000000.0,-107000000.0,-82000000.0,-70000000.0,-70000000.0,
Interest Expense Non Operating,110000000.0,107000000.0,82000000.0,70000000.0,70000000.0,
Operating Income,811000000.0,1956000000.0,2432000000.0,1303000000.0,1243000000.0,
Operating Expense,206000000.0,186000000.0,200000000.0,203000000.0,182000000.0,
Other Operating Expenses,73000000.0,55000000.0,73000000.0,49000000.0,53000000.0,
Selling General And Administration,133000000.0,131000000.0,127000000.0,154000000.0,129000000.0,
Gross Profit,1017000000.0,2142000000.0,2632000000.0,1506000000.0,1425000000.0,
Cost Of Revenue,4616000000.0,4830000000.0,4950000000.0,4222000000.0,4295000000.0,
Total Revenue,5633000000.0,6972000000.0,7582000000.0,5728000000.0,5720000000.0,
Operating Revenue,5633000000.0,6972000000.0,7582000000.0,5728000000.0,5720000000.0,
