,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,1644000000.0,8000000.0,551000000.0,2302000000.0
Repurchase Of Capital Stock,-100000000.0,0.0,-355000000.0,-1073000000.0
Repayment Of Debt,-1653000000.0,-787000000.0,-2175000000.0,-10354000000.0
Issuance Of Debt,990000000.0,767000000.0,1125000000.0,11183000000.0
Issuance Of Capital Stock,,,0.0,0.0
Capital Expenditure,-2931000000.0,-1557000000.0,-1829000000.0,-1823000000.0
Interest Paid Supplemental Data,230000000.0,93000000.0,117000000.0,146000000.0
Income Tax Paid Supplemental Data,66000000.0,,132000000.0,193000000.0
End Cash Position,696000000.0,395000000.0,1153000000.0,192000000.0
Beginning Cash Position,395000000.0,1153000000.0,192000000.0,914000000.0
Changes In Cash,301000000.0,-758000000.0,961000000.0,-722000000.0
Financing Cash Flow,-1515000000.0,-419000000.0,-1892000000.0,-1446000000.0
Cash Flow From Continuing Financing Activities,-1515000000.0,-419000000.0,-1892000000.0,-1446000000.0
Net Other Financing Charges,-11000000.0,-14000000.0,,-17000000.0
Proceeds From Stock Option Exercised,24000000.0,3000000.0,0.0,27000000.0
Cash Dividends Paid,-765000000.0,-388000000.0,-487000000.0,-1212000000.0
Preferred Stock Dividend Paid,,,,0.0
Common Stock Dividend Paid,-765000000.0,-388000000.0,-487000000.0,-1212000000.0
Net Common Stock Issuance,-100000000.0,0.0,-355000000.0,-1073000000.0
Common Stock Payments,-100000000.0,0.0,-355000000.0,-1073000000.0
Common Stock Issuance,,,0.0,0.0
Net Issuance Payments Of Debt,-663000000.0,-20000000.0,-1050000000.0,829000000.0
Net Short Term Debt Issuance,,,,1050000000.0
Short Term Debt Payments,,,,-550000000.0
Short Term Debt Issuance,,,,1600000000.0
Net Long Term Debt Issuance,-663000000.0,-20000000.0,-1050000000.0,829000000.0
Long Term Debt Payments,-1653000000.0,-787000000.0,-2175000000.0,-10354000000.0
Long Term Debt Issuance,990000000.0,767000000.0,1125000000.0,11183000000.0
Investing Cash Flow,-2759000000.0,-1904000000.0,473000000.0,-3401000000.0
Cash Flow From Continuing Investing Activities,-2759000000.0,-1904000000.0,473000000.0,-3401000000.0
Net Other Investing Changes,116000000.0,166000000.0,,
Net Investment Purchase And Sale,-14000000.0,-75000000.0,-231000000.0,-18000000.0
Purchase Of Investment,-14000000.0,-75000000.0,-231000000.0,-18000000.0
Net Business Purchase And Sale,0.0,-459000000.0,0.0,-1967000000.0
Purchase Of Business,0.0,-459000000.0,0.0,-1967000000.0
Net PPE Purchase And Sale,-125000000.0,21000000.0,2533000000.0,407000000.0
Sale Of PPE,70000000.0,21000000.0,2533000000.0,407000000.0
Purchase Of PPE,-195000000.0,0.0,0.0,
Capital Expenditure Reported,-2736000000.0,-1557000000.0,-1829000000.0,-1823000000.0
Operating Cash Flow,4575000000.0,1565000000.0,2380000000.0,4125000000.0
Cash Flow From Continuing Operating Activities,4575000000.0,1565000000.0,2380000000.0,4125000000.0
Change In Working Capital,-285000000.0,-315000000.0,275000000.0,-123000000.0
Other Non Cash Items,56000000.0,925000000.0,372000000.0,-3516000000.0
Stock Based Compensation,46000000.0,38000000.0,33000000.0,22000000.0
Asset Impairment Charge,,,0.0,0.0
Deferred Tax,448000000.0,-123000000.0,428000000.0,-1332000000.0
Deferred Income Tax,448000000.0,-123000000.0,428000000.0,-1332000000.0
Depreciation Amortization Depletion,2980000000.0,1729000000.0,1527000000.0,1753000000.0
Operating Gains Losses,-489000000.0,25000000.0,-2674000000.0,2385000000.0
Gain Loss On Investment Securities,-550000000.0,38000000.0,-1728000000.0,2680000000.0
Net Income From Continuing Operations,1819000000.0,-714000000.0,2419000000.0,4936000000.0
