,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-60088000.0,-16157000.0,173376000.0,10080000.0
Tax Rate For Calcs,0.203,0.151,0.224,0.21
Normalized EBITDA,5793000000.0,1125000000.0,3974000000.0,5516000000.0
Total Unusual Items,-296000000.0,-107000000.0,774000000.0,48000000.0
Total Unusual Items Excluding Goodwill,-296000000.0,-107000000.0,774000000.0,48000000.0
Net Income From Continuing Operation Net Minority Interest,1819000000.0,-714000000.0,2419000000.0,4936000000.0
Reconciled Depreciation,2980000000.0,1729000000.0,1527000000.0,1753000000.0
Reconciled Cost Of Revenue,5991000000.0,3080000000.0,2736000000.0,3287000000.0
EBITDA,5497000000.0,1018000000.0,4748000000.0,5564000000.0
EBIT,2517000000.0,-711000000.0,3221000000.0,3811000000.0
Net Interest Income,-235000000.0,-123000000.0,-104000000.0,-160000000.0
Interest Expense,235000000.0,130000000.0,104000000.0,160000000.0
Interest Income,,7000000.0,9000000.0,3000000.0
Normalized Income,2054912000.0,-623157000.0,1818376000.0,4898080000.0
Net Income From Continuing And Discontinued Operation,1819000000.0,-714000000.0,2419000000.0,4936000000.0
Total Expenses,9418000000.0,4918000000.0,5407000000.0,7716000000.0
Total Operating Income As Reported,2471000000.0,-803000000.0,3142000000.0,3780000000.0
Diluted Average Shares,240370000.0,156989000.0,142976000.0,145961000.0
Basic Average Shares,237290000.0,156989000.0,132840000.0,125785000.0
Diluted EPS,7.57,-4.55,16.92,33.36
Basic EPS,7.67,-4.55,18.21,38.71
Diluted NI Availto Com Stockholders,1819000000.0,-714000000.0,2419000000.0,4869000000.0
Net Income Common Stockholders,1819000000.0,-714000000.0,2419000000.0,4869000000.0
Otherunder Preferred Stock Dividend,,0.0,0.0,67000000.0
Net Income,1819000000.0,-714000000.0,2419000000.0,4936000000.0
Minority Interests,,,,0.0
Net Income Including Noncontrolling Interests,1819000000.0,-714000000.0,2419000000.0,4936000000.0
Net Income Continuous Operations,1819000000.0,-714000000.0,2419000000.0,4936000000.0
Tax Provision,463000000.0,-127000000.0,698000000.0,-1285000000.0
Pretax Income,2282000000.0,-841000000.0,3117000000.0,3651000000.0
Other Income Expense,-254000000.0,-21000000.0,853000000.0,84000000.0
Other Non Operating Income Expenses,42000000.0,86000000.0,79000000.0,36000000.0
Special Income Charges,-296000000.0,-107000000.0,774000000.0,48000000.0
Gain On Sale Of Ppe,-65000000.0,14000000.0,946000000.0,300000000.0
Other Special Charges,-4000000.0,1000000.0,,5000000.0
Impairment Of Capital Assets,37000000.0,0.0,0.0,0.0
Restructuring And Mergern Acquisition,198000000.0,120000000.0,172000000.0,247000000.0
Net Non Operating Interest Income Expense,-235000000.0,-123000000.0,-104000000.0,-160000000.0
Interest Expense Non Operating,235000000.0,130000000.0,104000000.0,160000000.0
Interest Income Non Operating,,7000000.0,9000000.0,3000000.0
Operating Income,2771000000.0,-697000000.0,2368000000.0,3727000000.0
Operating Expense,3427000000.0,1838000000.0,2671000000.0,4429000000.0
Other Operating Expenses,86000000.0,342000000.0,45000000.0,72000000.0
Selling General And Administration,3341000000.0,1496000000.0,2626000000.0,4357000000.0
Selling And Marketing Expense,3160000000.0,1310000000.0,2499000000.0,4215000000.0
General And Administrative Expense,181000000.0,186000000.0,127000000.0,142000000.0
Other Gand A,181000000.0,186000000.0,127000000.0,142000000.0
Gross Profit,6198000000.0,1141000000.0,5039000000.0,8156000000.0
Cost Of Revenue,5991000000.0,3080000000.0,2736000000.0,3287000000.0
Total Revenue,12189000000.0,4221000000.0,7775000000.0,11443000000.0
Operating Revenue,12189000000.0,4221000000.0,7775000000.0,11443000000.0
