period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.4116,0.37321,0.44,0.33,13,0.2473
+1q,0.44344,0.42,0.47,0.35,13,0.26700002
0y,1.81081,1.75,1.88,1.5,15,0.20719999
+1y,2.13447,1.96,2.22,1.81081,15,0.17870001
