Date,Dividends
1989-09-22 00:00:00-04:00,0.0246
1990-03-20 00:00:00-05:00,0.0548
1990-09-14 00:00:00-04:00,0.0344
1991-04-12 00:00:00-04:00,0.063
1991-09-20 00:00:00-04:00,0.0466
1992-01-28 00:00:00-05:00,0.098
1992-09-18 00:00:00-04:00,0.055
1993-04-08 00:00:00-04:00,0.0264
1993-09-03 00:00:00-04:00,0.0264
1993-09-24 00:00:00-04:00,0.0264
1994-04-08 00:00:00-04:00,0.0264
1994-09-26 00:00:00-04:00,0.0276
1995-04-07 00:00:00-04:00,0.032
1995-09-19 00:00:00-04:00,0.0336
1996-03-15 00:00:00-05:00,0.036
1996-09-20 00:00:00-04:00,0.037
1997-03-12 00:00:00-05:00,0.0376
1997-09-10 00:00:00-04:00,0.04
1998-03-12 00:00:00-05:00,0.04
1998-09-11 00:00:00-04:00,0.042
1999-02-03 00:00:00-05:00,0.05
1999-09-08 00:00:00-04:00,0.053
2000-03-08 00:00:00-05:00,0.136
2000-09-13 00:00:00-04:00,0.058
2001-03-13 00:00:00-05:00,1.75
2001-03-14 00:00:00-05:00,0.149
2002-03-13 00:00:00-05:00,0.142
2002-09-11 00:00:00-04:00,0.074
2003-03-12 00:00:00-05:00,0.197
2003-09-10 00:00:00-04:00,0.089
2004-03-10 00:00:00-05:00,0.243
2004-09-08 00:00:00-04:00,0.117
2005-03-09 00:00:00-05:00,0.307
2005-09-07 00:00:00-04:00,0.141
2006-03-15 00:00:00-05:00,0.278
2006-09-08 00:00:00-04:00,0.173
2007-03-14 00:00:00-04:00,0.505
2007-09-07 00:00:00-04:00,0.274
2008-03-12 00:00:00-04:00,0.732
2008-09-04 00:00:00-04:00,0.302
2009-03-11 00:00:00-04:00,0.609
2009-03-24 00:00:00-04:00,1.674
2009-09-02 00:00:00-04:00,0.265
2010-03-10 00:00:00-05:00,0.595
2010-09-01 00:00:00-04:00,0.235
2011-03-09 00:00:00-05:00,0.609
2011-08-24 00:00:00-04:00,0.267
2012-03-07 00:00:00-05:00,0.593
2012-08-22 00:00:00-04:00,0.228
2013-03-06 00:00:00-05:00,0.574
2013-08-28 00:00:00-04:00,0.248
2014-03-05 00:00:00-05:00,0.604
2014-08-27 00:00:00-04:00,0.246
2015-03-05 00:00:00-05:00,0.494
2016-03-10 00:00:00-05:00,0.484
2016-09-07 00:00:00-04:00,0.209
2017-03-09 00:00:00-05:00,0.488
2017-09-07 00:00:00-04:00,0.231
2018-03-09 00:00:00-05:00,0.601
2018-09-06 00:00:00-04:00,0.228
2019-03-14 00:00:00-04:00,0.593
2019-09-05 00:00:00-04:00,0.222
2020-03-12 00:00:00-04:00,0.704
2020-09-03 00:00:00-04:00,0.22
2021-03-18 00:00:00-04:00,0.93
2021-09-09 00:00:00-04:00,0.23
2022-03-10 00:00:00-05:00,1.006
2022-03-16 00:00:00-04:00,0.98
2022-09-08 00:00:00-04:00,0.24
2023-03-16 00:00:00-04:00,1.03
2023-10-19 00:00:00-04:00,0.25
2023-12-14 00:00:00-05:00,1.08
2024-03-14 00:00:00-04:00,0.35
2024-05-23 00:00:00-04:00,0.35
2024-08-23 00:00:00-04:00,0.35
2024-11-22 00:00:00-05:00,0.35
2025-03-14 00:00:00-04:00,0.37
2025-05-23 00:00:00-04:00,0.37
2026-03-06 00:00:00-05:00,0.39
