period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.80893,1.76,1.85,1.6,15,0.1306
+1q,2.93937,2.85874,3.02,2.8,2,0.0498
0y,12.38271,12.15313,12.76,11.59,20,0.0684
+1y,13.40365,12.8681,14.15,12.38271,20,0.082399994
