,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Tax Effect Of Unusual Items,-216090000.0,-29610000.0,-8100000.0,29400000.0,
Tax Rate For Calcs,0.21,0.21,0.135,0.21,
Normalized EBITDA,18313000000.0,12317000000.0,14753000000.0,7034000000.0,
Total Unusual Items,-1029000000.0,-141000000.0,-60000000.0,140000000.0,
Total Unusual Items Excluding Goodwill,-1029000000.0,-141000000.0,-60000000.0,140000000.0,
Net Income From Continuing Operation Net Minority Interest,10571000000.0,6015000000.0,7514000000.0,1783000000.0,
Reconciled Depreciation,5021000000.0,4667000000.0,4396000000.0,4802000000.0,
Reconciled Cost Of Revenue,24497000000.0,23639000000.0,27560000000.0,27842000000.0,
EBITDA,17284000000.0,12176000000.0,14693000000.0,7174000000.0,
EBIT,12263000000.0,7509000000.0,10297000000.0,2372000000.0,
Net Interest Income,-1290000000.0,-965000000.0,-937000000.0,-1054000000.0,
Interest Expense,1935000000.0,1712000000.0,1607000000.0,1216000000.0,
Interest Income,645000000.0,747000000.0,670000000.0,162000000.0,
Normalized Income,11383910000.0,6126390000.0,7565900000.0,1672400000.0,
Net Income From Continuing And Discontinued Operation,10593000000.0,6023000000.0,7502000000.0,1640000000.0,
Total Expenses,55044000000.0,52678000000.0,52478000000.0,52355000000.0,
Diluted Average Shares,948700000.0,937200000.0,922100000.0,912300000.0,
Basic Average Shares,932300000.0,921800000.0,911200000.0,902700000.0,
Diluted EPS,11.17,6.43,8.14,1.8,
Basic EPS,11.36,6.53,8.23,1.82,
Diluted NI Availto Com Stockholders,10593000000.0,6023000000.0,7502000000.0,1639000000.0,
Average Dilution Earnings,,0.0,0.0,0.0,0.0
Net Income Common Stockholders,10593000000.0,6023000000.0,7502000000.0,1639000000.0,
Net Income,10593000000.0,6023000000.0,7502000000.0,1640000000.0,
Net Income Including Noncontrolling Interests,10593000000.0,6023000000.0,7502000000.0,1640000000.0,
Net Income Discontinuous Operations,22000000.0,8000000.0,-12000000.0,-143000000.0,
Net Income Continuous Operations,10571000000.0,6015000000.0,7514000000.0,1783000000.0,
Tax Provision,-242000000.0,-218000000.0,1176000000.0,-626000000.0,
Pretax Income,10328000000.0,5797000000.0,8690000000.0,1156000000.0,
Other Income Expense,-873000000.0,-3313000000.0,245000000.0,-5965000000.0,
Other Non Operating Income Expenses,156000000.0,-3172000000.0,305000000.0,-6105000000.0,
Special Income Charges,-670000000.0,-104000000.0,-430000000.0,-29000000.0,
Gain On Sale Of Ppe,,592000000.0,8000000.0,21000000.0,35000000.0
Restructuring And Mergern Acquisition,670000000.0,696000000.0,438000000.0,50000000.0,
Gain On Sale Of Security,-359000000.0,-37000000.0,-60000000.0,140000000.0,
Net Non Operating Interest Income Expense,-1290000000.0,-965000000.0,-937000000.0,-1054000000.0,
Interest Expense Non Operating,1935000000.0,1712000000.0,1607000000.0,1216000000.0,
Interest Income Non Operating,645000000.0,747000000.0,670000000.0,162000000.0,
Operating Income,12492000000.0,10074000000.0,9382000000.0,8174000000.0,
Operating Expense,26805000000.0,25477000000.0,24918000000.0,24513000000.0,
Other Operating Expenses,-964000000.0,-996000000.0,-860000000.0,-663000000.0,
Provision For Doubtful Accounts,33000000.0,-21000000.0,10000000.0,64000000.0,
Depreciation Amortization Depletion Income Statement,1279000000.0,1105000000.0,995000000.0,1062000000.0,
Depreciation And Amortization In Income Statement,1279000000.0,1105000000.0,995000000.0,1062000000.0,
Amortization,1279000000.0,1105000000.0,995000000.0,1062000000.0,
Amortization Of Intangibles Income Statement,1279000000.0,1105000000.0,995000000.0,1062000000.0,
Research And Development,8316000000.0,7479000000.0,6775000000.0,6567000000.0,
Selling General And Administration,18141000000.0,17910000000.0,19003000000.0,18609000000.0,
Selling And Marketing Expense,1129000000.0,1173000000.0,1237000000.0,1330000000.0,
General And Administrative Expense,17012000000.0,16737000000.0,16322000000.0,16103000000.0,
Other Gand A,16108000000.0,16047000000.0,15706000000.0,15537000000.0,
Salaries And Wages,904000000.0,690000000.0,616000000.0,566000000.0,
Gross Profit,39297000000.0,35551000000.0,34300000000.0,32687000000.0,
Cost Of Revenue,28239000000.0,27201000000.0,27560000000.0,27842000000.0,
Total Revenue,67536000000.0,62753000000.0,61860000000.0,60530000000.0,
Operating Revenue,67536000000.0,62753000000.0,61860000000.0,60530000000.0,
