period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,15628294330,15161000000,16010000000,15,14541000000,0.0748
+1q,17599000000,17599000000,17599000000,1,16977000000,0.0366
0y,71185933300,70790329770,71483000000,19,67535000000,0.0541
+1y,74479202200,73005514400,75765000000,19,71185933300,0.0463
