Date,Stock Splits
1980-05-16 00:00:00-04:00,1.5
1981-04-13 00:00:00-05:00,1.5
1983-01-06 00:00:00-05:00,1.5
1984-09-19 00:00:00-04:00,1.5
1985-06-28 00:00:00-04:00,1.5
1986-12-19 00:00:00-05:00,1.5
1988-04-11 00:00:00-04:00,1.5
1989-10-25 00:00:00-04:00,1.5
1994-02-03 00:00:00-05:00,1.5
1999-05-06 00:00:00-04:00,2.0
2007-02-22 00:00:00-05:00,1.5
2017-02-21 00:00:00-05:00,2.0
2026-01-05 00:00:00-05:00,1.067
