,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1029,369311219,10213302015,0.0058999998
1,2025-12-31,Blackrock Inc.,0.088,315783631,8732996532,-0.018099999
2,2025-12-31,State Street Corporation,0.0521,186805081,5166094643,0.0339
3,2025-12-31,Capital World Investors,0.039100002,140343399,3881196795,0.20799999
4,2025-12-31,Dodge & Cox Inc.,0.0315,112967514,3124116677,0.0034999999
5,2025-12-31,"Geode Capital Management, LLC",0.0251,89913362,2486554087,0.0166
6,2025-12-31,NORGES BANK,0.0233,83594032,2311793012,-0.15439999
7,2025-12-31,"FMR, LLC",0.0187,67086562,1855278918,-0.3039
8,2025-12-31,JPMORGAN CHASE & CO,0.0177,63377145,1752694988,-0.6243
9,2025-12-31,Capital Research Global Investors,0.0155,55664933,1539413760,0.6515
