period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,3356414450,3302000000,3426000000,5,3223529000,0.041199997
+1q,3472024440,3458748450,3480000000,5,3379526000,0.0274
0y,14046456960,13902941790,14389000000,7,13643069000,0.0296
+1y,14487893910,14240617240,15032000000,7,14046456960,0.031400003
