period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,2.31856,2.21735,2.46,2.0,6,0.1593
+1q,3.65933,3.43,4.027,2.95,6,0.24049999
0y,14.08336,13.83,14.36,10.78,8,0.3064
+1y,16.33213,15.37,17.16,14.08336,8,0.1597
