,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Ordinary Shares Number,1358663795.0,1356664609.0,1390446043.0,1408394293.0,
Share Issued,1358663795.0,1356664609.0,1390446043.0,1408394293.0,
Net Debt,15115000000.0,15044000000.0,12924000000.0,11432000000.0,
Total Debt,16141000000.0,15554000000.0,14824000000.0,13583000000.0,
Tangible Book Value,-18456000000.0,-19444000000.0,-17813000000.0,-18129000000.0,
Invested Capital,41657000000.0,39797000000.0,38867000000.0,37093000000.0,
Working Capital,-3024000000.0,-4090000000.0,-5541000000.0,-4272000000.0,
Net Tangible Assets,-18456000000.0,-19444000000.0,-17813000000.0,-18129000000.0,
Capital Lease Obligations,,1720000000.0,1633000000.0,1616000000.0,1384000000.0
Common Stock Equity,25516000000.0,24243000000.0,25676000000.0,25126000000.0,
Total Capitalization,38552000000.0,37155000000.0,35621000000.0,36198000000.0,
Total Equity Gross Minority Interest,25516000000.0,24243000000.0,25676000000.0,25125000000.0,
Minority Interest,,0.0,0.0,-1000000.0,0.0
Stockholders Equity,25516000000.0,24243000000.0,25676000000.0,25126000000.0,
Gains Losses Not Affecting Retained Earnings,102000000.0,-276000000.0,315000000.0,129000000.0,
Other Equity Adjustments,102000000.0,-276000000.0,315000000.0,129000000.0,
Retained Earnings,5622000000.0,4793000000.0,4559000000.0,3539000000.0,
Additional Paid In Capital,19778000000.0,19712000000.0,20788000000.0,21444000000.0,
Capital Stock,14000000.0,14000000.0,14000000.0,14000000.0,
Common Stock,14000000.0,14000000.0,14000000.0,14000000.0,
Preferred Stock,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,29943000000.0,29187000000.0,26454000000.0,26712000000.0,
Total Non Current Liabilities Net Minority Interest,21653000000.0,21100000000.0,17538000000.0,18636000000.0,
Other Non Current Liabilities,3091000000.0,2753000000.0,67000000.0,73000000.0,
Derivative Product Liabilities,,348000000.0,201000000.0,195000000.0,143000000.0
Employee Benefits,,31000000.0,35000000.0,37000000.0,40000000.0
Non Current Pension And Other Postretirement Benefit Plans,,31000000.0,35000000.0,37000000.0,40000000.0
Non Current Deferred Liabilities,5526000000.0,5435000000.0,5792000000.0,5769000000.0,
Non Current Deferred Taxes Liabilities,5526000000.0,5435000000.0,5760000000.0,5739000000.0,
Long Term Debt And Capital Lease Obligation,13036000000.0,12912000000.0,11358000000.0,12493000000.0,
Long Term Capital Lease Obligation,,1467000000.0,1413000000.0,1421000000.0,1229000000.0
Long Term Debt,13036000000.0,12912000000.0,9945000000.0,11072000000.0,
Long Term Provisions,,95000000.0,85000000.0,69000000.0,75000000.0
Current Liabilities,8290000000.0,8087000000.0,8916000000.0,8076000000.0,
Other Current Liabilities,785000000.0,835000000.0,166000000.0,122000000.0,
Current Debt And Capital Lease Obligation,3105000000.0,2642000000.0,3466000000.0,1090000000.0,
Current Capital Lease Obligation,,253000000.0,220000000.0,195000000.0,155000000.0
Current Debt,3105000000.0,2642000000.0,3246000000.0,895000000.0,
Other Current Borrowings,895000000.0,1026000000.0,1150000000.0,496000000.0,
Commercial Paper,2210000000.0,1616000000.0,2096000000.0,399000000.0,
Pensionand Other Post Retirement Benefit Plans Current,0.0,225000000.0,208000000.0,246000000.0,
Current Provisions,,57000000.0,50000000.0,53000000.0,33000000.0
Payables And Accrued Expenses,4400000000.0,4385000000.0,5026000000.0,6565000000.0,
Current Accrued Expenses,1379000000.0,1359000000.0,984000000.0,854000000.0,
Interest Payable,,107000000.0,72000000.0,76000000.0,55000000.0
Payables,3021000000.0,3026000000.0,4042000000.0,5711000000.0,
Other Payable,25000000.0,41000000.0,117000000.0,137000000.0,
Dividends Payable,,312000000.0,299000000.0,281000000.0,265000000.0
Total Tax Payable,,67000000.0,29000000.0,87000000.0,144000000.0
Income Tax Payable,,67000000.0,29000000.0,87000000.0,144000000.0
Accounts Payable,2996000000.0,2985000000.0,3597000000.0,5206000000.0,
Total Assets,55459000000.0,53430000000.0,52130000000.0,51837000000.0,
Total Non Current Assets,50193000000.0,49433000000.0,48755000000.0,48033000000.0,
Other Non Current Assets,1295000000.0,1200000000.0,201000000.0,182000000.0,
Non Current Deferred Assets,36000000.0,39000000.0,31000000.0,35000000.0,
Non Current Deferred Taxes Assets,36000000.0,39000000.0,31000000.0,35000000.0,
Financial Assets,,6000000.0,3000000.0,140000000.0,3000000.0
Investments And Advances,1660000000.0,1543000000.0,1456000000.0,1049000000.0,
Investmentin Financial Assets,,89000000.0,69000000.0,49000000.0,59000000.0
Available For Sale Securities,,89000000.0,69000000.0,49000000.0,1000000.0
Trading Securities,,,,48000000.0,58000000.0
Long Term Equity Investment,1660000000.0,1543000000.0,1387000000.0,1000000000.0,
Investmentsin Associatesat Cost,1660000000.0,1543000000.0,1387000000.0,1000000000.0,
Goodwill And Other Intangible Assets,43972000000.0,43687000000.0,43489000000.0,43255000000.0,
Other Intangible Assets,23725000000.0,23634000000.0,23287000000.0,23183000000.0,
Goodwill,20247000000.0,20053000000.0,20202000000.0,20072000000.0,
Net PPE,3230000000.0,2964000000.0,3575000000.0,3372000000.0,
Accumulated Depreciation,-2603000000.0,-2252000000.0,-1964000000.0,-1651000000.0,
Gross PPE,5833000000.0,5216000000.0,5539000000.0,5023000000.0,
Construction In Progress,289000000.0,384000000.0,365000000.0,251000000.0,
Other Properties,170000000.0,142000000.0,994000000.0,983000000.0,
Machinery Furniture Equipment,4405000000.0,3807000000.0,3391000000.0,3025000000.0,
Buildings And Improvements,912000000.0,825000000.0,744000000.0,720000000.0,
Land And Improvements,57000000.0,58000000.0,45000000.0,44000000.0,
Properties,0.0,0.0,0.0,0.0,
Current Assets,5266000000.0,3997000000.0,3375000000.0,3804000000.0,
Other Current Assets,484000000.0,433000000.0,216000000.0,184000000.0,
Hedging Assets Current,,80000000.0,15000000.0,35000000.0,144000000.0
Assets Held For Sale Current,,,,,0.0
Restricted Cash,18000000.0,80000000.0,0.0,0.0,
Prepaid Assets,334000000.0,173000000.0,216000000.0,68000000.0,
Inventory,1733000000.0,1299000000.0,1142000000.0,1314000000.0,
Inventories Adjustments Allowances,,-32000000.0,-21000000.0,-27000000.0,-19000000.0
Finished Goods,1019000000.0,770000000.0,742000000.0,858000000.0,
Work In Process,8000000.0,9000000.0,12000000.0,8000000.0,
Raw Materials,706000000.0,520000000.0,409000000.0,475000000.0,
Receivables,1671000000.0,1502000000.0,1519000000.0,1668000000.0,
Other Receivables,,146000000.0,135000000.0,167000000.0,112000000.0
Taxes Receivable,,75000000.0,16000000.0,17000000.0,14000000.0
Accounts Receivable,1671000000.0,1502000000.0,1368000000.0,1484000000.0,
Allowance For Doubtful Accounts Receivable,,-9000000.0,-10000000.0,-9000000.0,-7000000.0
Gross Accounts Receivable,,1511000000.0,1378000000.0,1493000000.0,1155000000.0
Cash Cash Equivalents And Short Term Investments,1026000000.0,510000000.0,267000000.0,535000000.0,
Cash And Cash Equivalents,1026000000.0,510000000.0,267000000.0,535000000.0,
