,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Tax Effect Of Unusual Items,0.0,0.0,0.0,0.0,-46753246.753247,
Tax Rate For Calcs,0.227571,0.223,0.238,0.217,0.064935,
Normalized EBITDA,894000000.0,1246000000.0,1083000000.0,971000000.0,996000000.0,
Total Unusual Items,,,,,-720000000.0,0.0
Total Unusual Items Excluding Goodwill,,,,,-720000000.0,0.0
Net Income From Continuing Operation Net Minority Interest,353000000.0,662000000.0,547000000.0,517000000.0,-144000000.0,
Reconciled Depreciation,199000000.0,206000000.0,185000000.0,163000000.0,183000000.0,
Reconciled Cost Of Revenue,2080000000.0,1966000000.0,1908000000.0,1650000000.0,1793000000.0,
EBITDA,894000000.0,1246000000.0,1083000000.0,971000000.0,276000000.0,
EBIT,695000000.0,1040000000.0,898000000.0,808000000.0,93000000.0,
Net Interest Income,-238000000.0,-188000000.0,-180000000.0,-148000000.0,-247000000.0,
Interest Expense,238000000.0,188000000.0,180000000.0,148000000.0,247000000.0,
Normalized Income,353000000.0,662000000.0,547000000.0,517000000.0,529246753.246753,
Net Income From Continuing And Discontinued Operation,353000000.0,662000000.0,547000000.0,517000000.0,-144000000.0,
Total Expenses,3540000000.0,3311000000.0,3265000000.0,2834000000.0,3289000000.0,
Total Operating Income As Reported,881000000.0,995000000.0,898000000.0,801000000.0,63000000.0,
Diluted Average Shares,1363000000.0,1362900000.0,1362800000.0,1362200000.0,1362000000.0,
Basic Average Shares,1358600000.0,1358500000.0,1358300000.0,1357100000.0,1356500000.0,
Diluted EPS,0.26,0.49,0.4,0.38,-0.11,
Basic EPS,0.26,0.49,0.4,0.38,-0.11,
Diluted NI Availto Com Stockholders,353000000.0,662000000.0,547000000.0,517000000.0,-144000000.0,
Net Income Common Stockholders,353000000.0,662000000.0,547000000.0,517000000.0,-144000000.0,
Net Income,353000000.0,662000000.0,547000000.0,517000000.0,-144000000.0,
Net Income Including Noncontrolling Interests,353000000.0,662000000.0,547000000.0,517000000.0,-144000000.0,
Net Income Continuous Operations,353000000.0,662000000.0,547000000.0,517000000.0,-144000000.0,
Tax Provision,104000000.0,190000000.0,171000000.0,143000000.0,-10000000.0,
Pretax Income,457000000.0,852000000.0,718000000.0,660000000.0,-154000000.0,
Other Income Expense,-264000000.0,45000000.0,,7000000.0,-688000000.0,6000000.0
Other Non Operating Income Expenses,-186000000.0,45000000.0,,7000000.0,32000000.0,6000000.0
Special Income Charges,,,,,-720000000.0,0.0
Impairment Of Capital Assets,,,,,718000000.0,0.0
Net Non Operating Interest Income Expense,-238000000.0,-188000000.0,-180000000.0,-148000000.0,-247000000.0,
Interest Expense Non Operating,238000000.0,188000000.0,180000000.0,148000000.0,247000000.0,
Operating Income,959000000.0,995000000.0,898000000.0,801000000.0,781000000.0,
Operating Expense,1460000000.0,1345000000.0,1357000000.0,1184000000.0,1496000000.0,
Other Operating Expenses,1000000.0,1000000.0,1000000.0,-8000000.0,199000000.0,
Selling General And Administration,1459000000.0,1344000000.0,1356000000.0,1192000000.0,1297000000.0,
Gross Profit,2419000000.0,2340000000.0,2255000000.0,1985000000.0,2277000000.0,
Cost Of Revenue,2080000000.0,1966000000.0,1908000000.0,1650000000.0,1793000000.0,
Total Revenue,4499000000.0,4306000000.0,4163000000.0,3635000000.0,4070000000.0,
Operating Revenue,4499000000.0,4306000000.0,4163000000.0,3635000000.0,4070000000.0,
