period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1978832310,1738000000,2154000000,14,1799000000,0.1
+1q,1410789510,1282000000,1490000000,8,1298000000,0.086899996
0y,8092111330,7840090000,8316000000,17,7355000000,0.100200005
+1y,8412178800,8118000000,8940000000,18,8092111330,0.0396
