period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.27467,0.36,1.86174,0.98,8,0.3007
+1q,1.49316,0.89,2.09631,0.79,2,0.8901
0y,3.29001,2.04,4.27706,4.25,13,-0.2259
+1y,5.75428,4.34,7.52,3.29001,14,0.749
