period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,0,0,0,0,,
+1q,0,0,0,0,,
0y,375483500000,375483500000,375483500000,1,371444000000.0,0.0109
+1y,404952550000,384546100000,425359000000,2,375483500000.0,0.0785
