period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,5.12092,4.83,5.41184,4.4689,2,0.1459
+1q,5.06225,4.85,5.2745,5.173,2,-0.0214
0y,20.62637,19.49,21.38912,20.6208,3,0.00029999999
+1y,21.75195,20.52,22.35,20.62637,4,0.0546
