period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,109266947420,105000000000,112596000000,31,95359000000,0.1458
+1q,102188950290,98105000000,109327900000,29,94036000000,0.0867
0y,465400658080,448737000000,478578000000,42,416161000000,0.1183
+1y,497173109270,473881148700,529629597280,42,465400658080,0.0683
