period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,7117240570,6820300000,8049743220,7,6714000000,0.060100004
+1q,5639751330,5444000000,5832100000,6,5427000000,0.0392
0y,25226804780,24641000000,25837956890,15,24258000000,0.0399
+1y,26097295600,25374000000,26925264300,14,25226804780,0.0345
