,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.0326,31702250,1564189019,-0.003
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.026199998,25475175,1256945138,0.0223
2,2026-01-31,Income Fund of America,0.0229,22259121,1098265033,1.9547
3,2026-01-31,"Invesco QQQ Trust, Series 1",0.0227,22008605,1085904574,-0.0291
4,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Mid-Cap Index Fund,0.0226,21972694,1084132725,-0.016
5,2026-02-28,SELECT SECTOR SPDR TRUST-State Street Utilities Select Sector SPDR ETF,0.0174,16939920,835815655,0.0176
6,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0134000005,13000700,641454539,-0.0092
7,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.013200001,12857235,634375976,0.0017
8,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.012200001,11895924,586944891,-0.0185
9,2025-12-31,LAZARD FUNDS INC-Lazard Global Listed Infrastructure Portfolio,0.0119,11608142,572745728,0.0558
