period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,-0.56165,-1.19494,0.01,-0.71,3,0.20889999
+1q,-0.28012,-0.95036,0.06,-1.06,3,0.7357
0y,-0.27881,-3.54642,2.66,-50.41,3,0.9945
+1y,-1.52409,-4.17946,1.17,-0.27881,3,-4.4664
