,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Free Cash Flow,3552000000.0,4701000000.0,3821000000.0,4423000000.0
Repurchase Of Capital Stock,-1951000000.0,-1930000000.0,-1884000000.0,-2332000000.0
Repayment Of Debt,-908000000.0,-1058000000.0,-59000000.0,-776000000.0
Issuance Of Debt,1080000000.0,5474000000.0,1238000000.0,0.0
Capital Expenditure,-375000000.0,-255000000.0,-344000000.0,-533000000.0
Interest Paid Supplemental Data,482000000.0,289000000.0,200000000.0,177000000.0
Income Tax Paid Supplemental Data,2298000000.0,1699000000.0,1392000000.0,1067000000.0
End Cash Position,11490000000.0,12779000000.0,8753000000.0,7433000000.0
Beginning Cash Position,12779000000.0,8753000000.0,7433000000.0,9340000000.0
Effect Of Exchange Rate Changes,329000000.0,-162000000.0,106000000.0,-291000000.0
Changes In Cash,-1618000000.0,4188000000.0,1214000000.0,-1616000000.0
Financing Cash Flow,-1127000000.0,2236000000.0,-1992000000.0,-5442000000.0
Cash Flow From Continuing Financing Activities,-1127000000.0,2236000000.0,-1992000000.0,-5442000000.0
Net Other Financing Charges,3832000000.0,2387000000.0,1653000000.0,645000000.0
Proceeds From Stock Option Exercised,167000000.0,464000000.0,95000000.0,11000000.0
Cash Dividends Paid,-3347000000.0,-3101000000.0,-3035000000.0,-2990000000.0
Common Stock Dividend Paid,-3347000000.0,-3101000000.0,-3035000000.0,-2990000000.0
Net Common Stock Issuance,-1951000000.0,-1930000000.0,-1884000000.0,-2332000000.0
Common Stock Payments,-1951000000.0,-1930000000.0,-1884000000.0,-2332000000.0
Net Issuance Payments Of Debt,172000000.0,4416000000.0,1179000000.0,-776000000.0
Net Long Term Debt Issuance,172000000.0,4416000000.0,1179000000.0,-776000000.0
Long Term Debt Payments,-908000000.0,-1058000000.0,-59000000.0,-776000000.0
Long Term Debt Issuance,1080000000.0,5474000000.0,1238000000.0,0.0
Investing Cash Flow,-4418000000.0,-3004000000.0,-959000000.0,-1130000000.0
Cash Flow From Continuing Investing Activities,-4418000000.0,-3004000000.0,-959000000.0,-1130000000.0
Dividends Received Cfi,390000000.0,366000000.0,46000000.0,70000000.0
Net Investment Purchase And Sale,-937000000.0,-179000000.0,-472000000.0,-667000000.0
Sale Of Investment,544000000.0,766000000.0,400000000.0,242000000.0
Purchase Of Investment,-1481000000.0,-945000000.0,-872000000.0,-909000000.0
Net Business Purchase And Sale,-3496000000.0,-2936000000.0,-189000000.0,0.0
Purchase Of Business,-3496000000.0,-2936000000.0,-189000000.0,0.0
Net PPE Purchase And Sale,-375000000.0,-255000000.0,-344000000.0,-533000000.0
Purchase Of PPE,-375000000.0,-255000000.0,-344000000.0,-533000000.0
Operating Cash Flow,3927000000.0,4956000000.0,4165000000.0,4956000000.0
Cash Flow From Continuing Operating Activities,3927000000.0,4956000000.0,4165000000.0,4956000000.0
Dividend Received Cfo,429000000.0,57000000.0,49000000.0,50000000.0
Change In Working Capital,-189000000.0,176000000.0,-346000000.0,-897000000.0
Change In Other Working Capital,659000000.0,367000000.0,145000000.0,-711000000.0
Change In Other Current Liabilities,225000000.0,-382000000.0,375000000.0,-481000000.0
Change In Other Current Assets,-529000000.0,375000000.0,-254000000.0,30000000.0
Change In Payables And Accrued Expense,75000000.0,259000000.0,-26000000.0,-151000000.0
Change In Receivables,-619000000.0,-443000000.0,-586000000.0,416000000.0
Changes In Account Receivables,-619000000.0,-443000000.0,-586000000.0,416000000.0
Other Non Cash Items,-3237000000.0,-2579000000.0,-1637000000.0,-1022000000.0
Stock Based Compensation,1307000000.0,753000000.0,630000000.0,708000000.0
Asset Impairment Charge,0.0,50000000.0,0.0,0.0
Deferred Tax,-631000000.0,-106000000.0,124000000.0,602000000.0
Deferred Income Tax,-631000000.0,-106000000.0,124000000.0,602000000.0
Depreciation Amortization Depletion,1126000000.0,529000000.0,427000000.0,418000000.0
Depreciation And Amortization,1126000000.0,529000000.0,427000000.0,418000000.0
Operating Gains Losses,-820000000.0,-436000000.0,-758000000.0,103000000.0
Earnings Losses From Equity Investments,-51000000.0,-41000000.0,-378000000.0,-29000000.0
Gain Loss On Investment Securities,-769000000.0,-395000000.0,-380000000.0,132000000.0
Net Income From Continuing Operations,5942000000.0,6512000000.0,5676000000.0,4994000000.0
