,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,-50624753.904712,113492947.55877,134620000.0,-25200000.0
Tax Rate For Calcs,0.220108,0.214949,0.212,0.2
Normalized EBITDA,9589000000.0,8834000000.0,7239000000.0,7046000000.0
Total Unusual Items,-230000000.0,528000000.0,635000000.0,-126000000.0
Total Unusual Items Excluding Goodwill,-230000000.0,528000000.0,635000000.0,-126000000.0
Net Income From Continuing Operation Net Minority Interest,5553000000.0,6369000000.0,5502000000.0,5178000000.0
Reconciled Depreciation,1126000000.0,529000000.0,427000000.0,418000000.0
Reconciled Cost Of Revenue,12555000000.0,10083000000.0,9001000000.0,8922000000.0
EBITDA,9359000000.0,9362000000.0,7874000000.0,6920000000.0
EBIT,8233000000.0,8833000000.0,7447000000.0,6502000000.0
Net Interest Income,-60000000.0,229000000.0,181000000.0,-60000000.0
Interest Expense,614000000.0,538000000.0,292000000.0,212000000.0
Interest Income,554000000.0,767000000.0,473000000.0,152000000.0
Normalized Income,5732375246.095288,5954492947.55877,5001620000.0,5278800000.0
Net Income From Continuing And Discontinued Operation,5553000000.0,6369000000.0,5502000000.0,5178000000.0
Total Expenses,16307000000.0,12869000000.0,11520000000.0,11397000000.0
Rent Expense Supplemental,521000000.0,421000000.0,418000000.0,403000000.0
Total Operating Income As Reported,7045000000.0,7574000000.0,6275000000.0,6385000000.0
Diluted Average Shares,160900000.0,151600000.0,150700000.0,152440471.0
Basic Average Shares,155000000.0,150000000.0,149300000.0,150921161.0
Diluted EPS,35.31,42.01,36.51,33.97
Basic EPS,35.83,42.45,36.85,34.31
Diluted NI Availto Com Stockholders,5680000000.0,6369000000.0,5502000000.0,5178000000.0
Average Dilution Earnings,127000000.0,0.0,0.0,
Net Income Common Stockholders,5553000000.0,6369000000.0,5502000000.0,5178000000.0
Net Income,5553000000.0,6369000000.0,5502000000.0,5178000000.0
Minority Interests,-389000000.0,-143000000.0,-174000000.0,184000000.0
Net Income Including Noncontrolling Interests,5942000000.0,6512000000.0,5676000000.0,4994000000.0
Net Income Continuous Operations,5942000000.0,6512000000.0,5676000000.0,4994000000.0
Tax Provision,1677000000.0,1783000000.0,1479000000.0,1296000000.0
Pretax Income,7619000000.0,8295000000.0,7155000000.0,6290000000.0
Other Income Expense,-230000000.0,528000000.0,635000000.0,-126000000.0
Special Income Charges,-868000000.0,36000000.0,-64000000.0,-91000000.0
Other Special Charges,109000000.0,,,
Restructuring And Mergern Acquisition,759000000.0,-36000000.0,64000000.0,91000000.0
Gain On Sale Of Security,638000000.0,492000000.0,699000000.0,-35000000.0
Net Non Operating Interest Income Expense,-60000000.0,229000000.0,181000000.0,-60000000.0
Interest Expense Non Operating,614000000.0,538000000.0,292000000.0,212000000.0
Interest Income Non Operating,554000000.0,767000000.0,473000000.0,152000000.0
Operating Income,7909000000.0,7538000000.0,6339000000.0,6476000000.0
Operating Expense,3401000000.0,2548000000.0,2243000000.0,2208000000.0
Depreciation Amortization Depletion Income Statement,775000000.0,291000000.0,151000000.0,151000000.0
Depreciation And Amortization In Income Statement,775000000.0,291000000.0,151000000.0,151000000.0
Amortization,775000000.0,291000000.0,151000000.0,151000000.0
Amortization Of Intangibles Income Statement,775000000.0,291000000.0,151000000.0,151000000.0
Selling General And Administration,2626000000.0,2257000000.0,2092000000.0,2057000000.0
Selling And Marketing Expense,373000000.0,314000000.0,344000000.0,331000000.0
General And Administrative Expense,2253000000.0,1943000000.0,2092000000.0,2057000000.0
Other Gand A,1732000000.0,1522000000.0,2092000000.0,2057000000.0
Rent And Landing Fees,521000000.0,421000000.0,418000000.0,403000000.0
Gross Profit,11310000000.0,10086000000.0,8582000000.0,8684000000.0
Cost Of Revenue,12906000000.0,10321000000.0,9277000000.0,9189000000.0
Total Revenue,24216000000.0,20407000000.0,17859000000.0,17873000000.0
Operating Revenue,24216000000.0,20407000000.0,17859000000.0,17873000000.0
