,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Total Stock Market Index Fund,0.028199999,4388935,4188185155,0.0004
1,2025-12-31,VANGUARD INDEX FUNDS-Vanguard 500 Index Fund,0.0234,3639031,3472581757,0.024300002
2,2026-01-31,iShares Trust-iShares Core S&P 500 ETF,0.0119,1856759,1771830861,-0.0094
3,2026-02-28,Fidelity Concord Street Trust-Fidelity 500 Index Fund,0.0117999995,1836276,1752284753,0.0017
4,2026-01-31,WASHINGTON MUTUAL INVESTORS FUND,0.0113,1764327,1683626700,-0.0211
5,2026-02-28,SPDR S&P 500 ETF TRUST-State Street SPDR S&P 500 ETF Trust,0.0109,1697680,1620028133,-0.0185
6,2025-12-31,VANGUARD INDEX FUNDS-Vanguard Value Index Fund,0.0083,1284999,1226223158,0.026700001
7,2026-01-31,SELECT SECTOR SPDR TRUST-State Street Financial Select Sector SPDR ETF,0.0066000004,1033454,986183824,0.0579
8,2025-12-31,VANGUARD INSTITUTIONAL INDEX FUNDS-Vanguard Institutional Index Fund,0.0053,828068,790192177,-0.0137
9,2026-01-31,AMERICAN MUTUAL FUND,0.0053,824765,787040256,0.2451
