period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,31235317220,30948000000,31573000000,16,30626000000,0.0199
+1q,31586321100,31276000000,32307000000,14,30847000000,0.024
0y,128562330270,127224000000,130389000000,23,125648000000,0.0232
+1y,131541430579,129212000000,135551000000,21,128562330270,0.0232
