period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,0.55083,0.517,0.58,0.51,17,0.0801
+1q,0.58895,0.57,0.62,0.54,17,0.09060001
0y,2.30024,2.26777,2.34,2.12,25,0.085
+1y,2.54469,2.41,2.69,2.30024,23,0.106300004
