period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,1515288460,1501266150,1533786000,10,1449900000,0.045100003
+1q,1566626230,1547631000,1581400000,10,1513700000,0.035
0y,6386785530,6335482500,6443778000,11,6115400000,0.0444
+1y,6715013420,6587300000,6845000000,11,6386785530,0.0514
