,2025-12-31,2024-12-31,2023-12-31,2022-12-31,2021-12-31
Free Cash Flow,1074000000.0,1108200000.0,721200000.0,394200000.0,
Repurchase Of Capital Stock,-402900000.0,-354000000.0,0.0,0.0,
Repayment Of Debt,,-600600000.0,-678900000.0,-174800000.0,-1172200000.0
Issuance Of Debt,,,0.0,0.0,3975900000.0
Capital Expenditure,-117300000.0,-83700000.0,-114900000.0,-92600000.0,
End Cash Position,352400000.0,649800000.0,648300000.0,638100000.0,
Beginning Cash Position,649800000.0,648300000.0,638100000.0,474700000.0,
Effect Of Exchange Rate Changes,4400000.0,-37400000.0,15900000.0,-38000000.0,
Changes In Cash,-301800000.0,38900000.0,-5700000.0,201400000.0,
Financing Cash Flow,-555200000.0,-945800000.0,-651500000.0,-110000000.0,
Cash Flow From Continuing Financing Activities,-555200000.0,-945800000.0,-651500000.0,-110000000.0,
Net Other Financing Charges,-37300000.0,-29100000.0,-18000000.0,41200000.0,
Proceeds From Stock Option Exercised,48800000.0,37900000.0,45400000.0,23600000.0,
Net Common Stock Issuance,-402900000.0,-354000000.0,0.0,0.0,
Common Stock Payments,-402900000.0,-354000000.0,0.0,0.0,
Net Issuance Payments Of Debt,-163800000.0,-600600000.0,-678900000.0,-174800000.0,
Net Short Term Debt Issuance,,,,,0.0
Short Term Debt Issuance,,,,,0.0
Net Long Term Debt Issuance,-163800000.0,-600600000.0,-678900000.0,-174800000.0,
Long Term Debt Payments,,-600600000.0,-678900000.0,-174800000.0,-1172200000.0
Long Term Debt Issuance,,,0.0,0.0,3975900000.0
Investing Cash Flow,-937900000.0,-207200000.0,-190300000.0,-175400000.0,
Cash Flow From Continuing Investing Activities,-937900000.0,-207200000.0,-190300000.0,-175400000.0,
Net Other Investing Changes,800000.0,200000.0,2300000.0,16800000.0,
Net Business Purchase And Sale,-821400000.0,-123700000.0,-77700000.0,-99600000.0,
Purchase Of Business,-821400000.0,-123700000.0,-77700000.0,-99600000.0,
Net PPE Purchase And Sale,-117300000.0,-83700000.0,-114900000.0,-92600000.0,
Purchase Of PPE,-117300000.0,-83700000.0,-114900000.0,-92600000.0,
Operating Cash Flow,1191300000.0,1191900000.0,836100000.0,486800000.0,
Cash Flow From Continuing Operating Activities,1191300000.0,1191900000.0,836100000.0,486800000.0,
Change In Working Capital,-65300000.0,-28900000.0,-397600000.0,-655600000.0,
Change In Other Working Capital,-45600000.0,-111300000.0,-243800000.0,-63800000.0,
Change In Payables And Accrued Expense,106800000.0,123100000.0,-75200000.0,-298300000.0,
Change In Accrued Expense,71200000.0,89400000.0,49700000.0,-344200000.0,
Change In Payable,35600000.0,33700000.0,-124900000.0,45900000.0,
Change In Account Payable,35600000.0,33700000.0,-124900000.0,45900000.0,
Change In Prepaid Assets,-47100000.0,-7500000.0,-42600000.0,-50400000.0,
Change In Inventory,-42800000.0,-10400000.0,-14300000.0,-155200000.0,
Change In Receivables,-36600000.0,-22800000.0,-21700000.0,-87900000.0,
Other Non Cash Items,,,-1600000.0,-10600000.0,30500000.0
Stock Based Compensation,39600000.0,37700000.0,32300000.0,31500000.0,
Asset Impairment Charge,0.0,52500000.0,0.0,400000.0,
Depreciation Amortization Depletion,336300000.0,309900000.0,316400000.0,332200000.0,
Depreciation And Amortization,336300000.0,309900000.0,316400000.0,332200000.0,
Operating Gains Losses,-15000000.0,,-1600000.0,,
Net Income From Continuing Operations,895700000.0,820700000.0,886600000.0,788900000.0,
