period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,5.47339,5.41,5.51,4.95,12,0.10569999
+1q,5.73557,5.56,5.86,5.2,12,0.103
0y,23.81484,23.546,24.06,21.99,12,0.083000004
+1y,25.7137,24.573,26.38,23.81484,12,0.0797
