,Date Reported,Holder,pctHeld,Shares,Value,pctChange
0,2025-12-31,Vanguard Group Inc,0.1163,13662193,1740085182,-0.0031
1,2025-12-31,Blackrock Inc.,0.08189999,9623932,1225752078,0.0537
2,2025-12-31,State Street Corporation,0.0627,7367828,938403397,0.0342
3,2025-12-31,Primecap Management Company,0.0385,4525959,576448758,-0.014199999
4,2025-12-31,Morgan Stanley,0.028800001,3379681,430453063,0.19530001
5,2025-12-31,"Geode Capital Management, LLC",0.0274,3219481,410049190,0.0088
6,2025-12-31,Ninety One UK Ltd,0.0269,3156313,402003798,-0.4859
7,2025-12-31,Invesco Ltd.,0.0225,2646374,337055418,0.054
8,2025-12-31,Boston Partners,0.0208,2447880,311774230,-0.19489999
9,2025-12-31,"Allspring Global Investments Holdings, LLC",0.020299999,2387215,304047633,-0.0463
