,2025-12-31,2025-09-30,2025-06-30,2025-03-31,2024-12-31,2024-09-30
Ordinary Shares Number,117586748.0,119081294.0,119704769.0,120379245.0,122912389.0,
Share Issued,117586748.0,119081294.0,119704769.0,120379245.0,122912389.0,
Net Debt,933109000.0,1001008000.0,1215385000.0,1428971000.0,1236158000.0,
Total Debt,2959638000.0,2709857000.0,3004278000.0,3115205000.0,3034074000.0,
Tangible Book Value,-2033385000.0,-1857681000.0,-1769293000.0,-1637071000.0,-1273282000.0,
Invested Capital,5929922000.0,5877263000.0,6330713000.0,6498064000.0,6741174000.0,
Working Capital,1178983000.0,1008420000.0,1265391000.0,1484725000.0,1003869000.0,
Net Tangible Assets,-2033385000.0,-1857681000.0,-1769293000.0,-1637071000.0,-1273282000.0,
Capital Lease Obligations,473616000.0,473401000.0,495586000.0,481585000.0,498259000.0,
Common Stock Equity,3443900000.0,3640807000.0,3822021000.0,3864444000.0,4205359000.0,
Total Capitalization,5929922000.0,5877263000.0,6330713000.0,6498064000.0,5922629000.0,
Total Equity Gross Minority Interest,4541211000.0,4666599000.0,4739602000.0,4694701000.0,5021559000.0,
Minority Interest,1097311000.0,1025792000.0,917581000.0,830257000.0,816200000.0,
Stockholders Equity,3443900000.0,3640807000.0,3822021000.0,3864444000.0,4205359000.0,
Gains Losses Not Affecting Retained Earnings,-686062000.0,-710410000.0,-657640000.0,-780043000.0,-832217000.0,
Other Equity Adjustments,-686062000.0,-710410000.0,-657640000.0,-780043000.0,-832217000.0,
Retained Earnings,1334005000.0,1525760000.0,1660186000.0,1824418000.0,2179509000.0,
Additional Paid In Capital,2678370000.0,2706376000.0,2699770000.0,2699690000.0,2735155000.0,
Capital Stock,117587000.0,119081000.0,119705000.0,120379000.0,122912000.0,
Common Stock,117587000.0,119081000.0,119705000.0,120379000.0,122912000.0,
Preferred Stock,0.0,0.0,0.0,0.0,0.0,
Total Liabilities Net Minority Interest,7073284000.0,6585936000.0,6673238000.0,6515994000.0,6589290000.0,
Total Non Current Liabilities Net Minority Interest,3495569000.0,3235037000.0,3467946000.0,3556534000.0,2646195000.0,
Liabilities Heldfor Sale Non Current,,,,,,0.0
Employee Benefits,269908000.0,272069000.0,266664000.0,275170000.0,285388000.0,
Non Current Pension And Other Postretirement Benefit Plans,269908000.0,272069000.0,266664000.0,275170000.0,285388000.0,
Non Current Deferred Liabilities,377726000.0,364151000.0,307012000.0,276159000.0,259571000.0,
Non Current Deferred Taxes Liabilities,147603000.0,151821000.0,150917000.0,144002000.0,142971000.0,
Long Term Debt And Capital Lease Obligation,2847935000.0,2598817000.0,2894270000.0,3005205000.0,2101236000.0,
Long Term Capital Lease Obligation,361913000.0,362361000.0,385578000.0,371585000.0,383966000.0,
Long Term Debt,2486022000.0,2236456000.0,2508692000.0,2633620000.0,1717270000.0,
Current Liabilities,3577715000.0,3350899000.0,3205292000.0,2959460000.0,3943095000.0,
Current Deferred Liabilities,1160967000.0,940616000.0,992283000.0,947007000.0,1013076000.0,
Current Deferred Revenue,1160967000.0,940616000.0,992283000.0,947007000.0,1013076000.0,
Current Debt And Capital Lease Obligation,111703000.0,111040000.0,110008000.0,110000000.0,932838000.0,
Current Capital Lease Obligation,111703000.0,111040000.0,110008000.0,110000000.0,114293000.0,
Current Debt,,,,,818545000.0,875760000.0
Other Current Borrowings,,,,,818545000.0,875760000.0
Payables And Accrued Expenses,2305045000.0,2299243000.0,2103001000.0,1902453000.0,1997181000.0,
Current Accrued Expenses,1042175000.0,921521000.0,977694000.0,910785000.0,1012218000.0,
Payables,1262870000.0,1377722000.0,1125307000.0,991668000.0,984963000.0,
Dividends Payable,,2438000.0,,,,37485000.0
Total Tax Payable,,113795000.0,,,,134990000.0
Accounts Payable,1262870000.0,1261489000.0,1125307000.0,991668000.0,984963000.0,
Total Assets,11614495000.0,11252535000.0,11412840000.0,11210695000.0,11610849000.0,
Total Non Current Assets,6857797000.0,6893216000.0,6942157000.0,6766510000.0,6663885000.0,
Other Non Current Assets,460129000.0,467941000.0,465614000.0,459809000.0,396455000.0,
Non Current Deferred Assets,315480000.0,325814000.0,277944000.0,229975000.0,207980000.0,
Non Current Deferred Taxes Assets,315480000.0,325814000.0,277944000.0,229975000.0,207980000.0,
Goodwill And Other Intangible Assets,5477285000.0,5498488000.0,5591314000.0,5501515000.0,5478641000.0,
Other Intangible Assets,683648000.0,717670000.0,771141000.0,774596000.0,795285000.0,
Goodwill,4793637000.0,4780818000.0,4820173000.0,4726919000.0,4683356000.0,
Net PPE,604903000.0,600973000.0,607285000.0,575211000.0,580809000.0,
Accumulated Depreciation,,-657316000.0,,,,-605092000.0
Gross PPE,604903000.0,1258289000.0,607285000.0,575211000.0,580809000.0,
Leases,,174497000.0,,,,165043000.0
Construction In Progress,,8754000.0,,,,7183000.0
Other Properties,604903000.0,1031246000.0,607285000.0,575211000.0,580809000.0,
Buildings And Improvements,,43792000.0,,,,45747000.0
Land And Improvements,,0.0,,,,69000.0
Properties,,0.0,,,,0.0
Current Assets,4756698000.0,4359319000.0,4470683000.0,4444185000.0,4946964000.0,
Other Current Assets,144016000.0,134804000.0,130224000.0,168186000.0,136855000.0,
Assets Held For Sale Current,,,,,,0.0
Receivables,3059769000.0,2989067000.0,3047152000.0,2895491000.0,2912513000.0,
Other Receivables,1492261000.0,1602814000.0,1571453000.0,1597031000.0,1508636000.0,
Accounts Receivable,1567508000.0,1386253000.0,1475699000.0,1298460000.0,1403877000.0,
Cash Cash Equivalents And Short Term Investments,1552913000.0,1235448000.0,1293307000.0,1380508000.0,1897596000.0,
Other Short Term Investments,,0.0,0.0,175859000.0,597939000.0,749468000.0
Cash And Cash Equivalents,1552913000.0,1235448000.0,1293307000.0,1204649000.0,1299657000.0,
