period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,1.98217,1.77,2.04,1.88,11,0.0543
+1q,2.24013,2.12,2.28,2.16,11,0.037100002
0y,8.64974,8.55,8.98808,8.06,18,0.0732
+1y,9.38276,9.02,9.73289,8.64974,18,0.0847
