period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,6019369040,5947000000,6161000000,8,5780000000,0.0414
+1q,6374408860,6326652370,6402225470,8,6158000000,0.035099998
0y,25138567910,24938900000,25268823000,13,24279000000,0.0354
+1y,25968986520,25550390220,26269000000,13,25138567910,0.033
