period,avg,low,high,yearAgoEps,numberOfAnalysts,growth
0q,13.93056,13.0,15.14,-0.3,14,47.4352
+1q,18.6272,15.31,22.275,0.29,13,63.2317
0y,40.26781,36.82,44.06,2.99,17,12.4675
+1y,87.72505,62.43,108.337,40.26781,17,1.1784999
