,2025-12-31,2024-12-31,2023-12-31,2022-12-31
Tax Effect Of Unusual Items,29711902.470324,-67507923.465195,-4158000.0,-38468000.0
Tax Rate For Calcs,0.108438,0.300035,0.054,0.163
Normalized EBITDA,18158000000.0,21979000000.0,23279000000.0,24110000000.0
Total Unusual Items,274000000.0,-225000000.0,-77000000.0,-236000000.0
Total Unusual Items Excluding Goodwill,274000000.0,-225000000.0,-77000000.0,-236000000.0
Net Income From Continuing Operation Net Minority Interest,2697000000.0,6008000000.0,10127000000.0,9934000000.0
Reconciled Depreciation,14588000000.0,12389000000.0,11888000000.0,11290000000.0
Reconciled Cost Of Revenue,173423000000.0,164037000000.0,152704000000.0,135754000000.0
EBITDA,18432000000.0,21754000000.0,23202000000.0,23874000000.0
EBIT,3844000000.0,9365000000.0,11314000000.0,12584000000.0
Net Interest Income,127000000.0,121000000.0,198000000.0,-527000000.0
Interest Expense,727000000.0,846000000.0,911000000.0,987000000.0
Interest Income,854000000.0,967000000.0,1109000000.0,460000000.0
Normalized Income,2452711902.470324,6165492076.534805,10199842000.0,10131532000.0
Net Income From Continuing And Discontinued Operation,2697000000.0,6008000000.0,10127000000.0,9934000000.0
Total Expenses,182110000000.0,174658000000.0,162544000000.0,146421000000.0
Total Operating Income As Reported,2909000000.0,12784000000.0,9298000000.0,10315000000.0
Diluted Average Shares,973000000.0,1129000000.0,1369000000.0,1454000000.0
Basic Average Shares,955000000.0,1115000000.0,1364000000.0,1445000000.0
Diluted EPS,3.27,6.37,7.32,6.13
Basic EPS,3.33,6.45,7.35,6.17
Diluted NI Availto Com Stockholders,3180000000.0,7189000000.0,10022000000.0,8915000000.0
Net Income Common Stockholders,3180000000.0,7189000000.0,10022000000.0,8915000000.0
Preferred Stock Dividends,-483000000.0,-1181000000.0,106000000.0,1019000000.0
Net Income,2697000000.0,6008000000.0,10127000000.0,9934000000.0
Minority Interests,-83000000.0,45000000.0,287000000.0,226000000.0
Net Income Including Noncontrolling Interests,2780000000.0,5963000000.0,9840000000.0,9708000000.0
Net Income Continuous Operations,2780000000.0,5963000000.0,9840000000.0,9708000000.0
Tax Provision,338000000.0,2556000000.0,563000000.0,1888000000.0
Pretax Income,3117000000.0,8519000000.0,10403000000.0,11597000000.0
Other Income Expense,83000000.0,-4386000000.0,908000000.0,1809000000.0
Other Non Operating Income Expenses,409000000.0,514000000.0,505000000.0,1208000000.0
Earnings From Equity Interest,-600000000.0,-4675000000.0,480000000.0,837000000.0
Gain On Sale Of Security,274000000.0,-225000000.0,-77000000.0,-236000000.0
Net Non Operating Interest Income Expense,127000000.0,121000000.0,198000000.0,-527000000.0
Interest Expense Non Operating,727000000.0,846000000.0,911000000.0,987000000.0
Interest Income Non Operating,854000000.0,967000000.0,1109000000.0,460000000.0
Operating Income,2909000000.0,12784000000.0,9298000000.0,10314000000.0
Operating Expense,8687000000.0,10621000000.0,9840000000.0,10667000000.0
Selling General And Administration,8687000000.0,10621000000.0,9840000000.0,10667000000.0
Gross Profit,11596000000.0,23405000000.0,19138000000.0,20981000000.0
Cost Of Revenue,173423000000.0,164037000000.0,152704000000.0,135754000000.0
Total Revenue,185019000000.0,187442000000.0,171842000000.0,156735000000.0
Operating Revenue,185019000000.0,187442000000.0,171842000000.0,156735000000.0
