period,avg,low,high,numberOfAnalysts,yearAgoRevenue,growth
0q,43888366970,41680712210,46570000000,15,44020000000,-0.003
+1q,47540709920,45800000000,49945000000,15,47122000000,0.0089
0y,186510349950,181732000000,196100000000,19,185019000000,0.0081
+1y,190610906820,184963000000,204050000000,18,186510349950,0.022
